log10(Mass)+10    log10(VelDisp)   number_of_galaxy
12.494347 2.504877 62.000000
12.719659 2.522874 62.000000
12.449671 2.524530 60.000000
12.723721 2.485758 59.000000
12.780618 2.530073 63.000000
12.706540 2.550993 61.000000
12.754635 2.482000 64.000000
12.633962 2.484290 63.000000
12.582727 2.530008 66.000000
12.750020 2.547761 63.000000
12.744098 2.558781 60.000000
12.710736 2.437650 65.000000
12.667600 2.514520 63.000000
12.744829 2.526214 63.000000
12.688469 2.522379 62.000000
12.560870 2.513277 62.000000
12.586088 2.504018 64.000000
12.604820 2.464508 64.000000
12.622808 2.509313 65.000000
12.732804 2.533569 64.000000
12.744201 2.505269 64.000000
12.728994 2.516783 63.000000
12.612012 2.465878 63.000000
12.734696 2.526275 66.000000
12.723782 2.513710 66.000000
12.558616 2.508549 65.000000
12.539343 2.558478 65.000000
12.646205 2.535379 61.000000
12.686177 2.503283 64.000000
12.720089 2.540164 63.000000
12.628827 2.516551 57.000000
12.713742 2.484946 67.000000
12.172594 2.510918 58.000000
12.736456 2.538229 62.000000
12.740055 2.513867 62.000000
12.733614 2.499483 62.000000
12.732940 2.502611 63.000000
12.730649 2.574613 64.000000
12.697805 2.520391 65.000000
12.728932 2.480308 62.000000
12.691377 2.518518 63.000000
12.746785 2.546651 65.000000
12.580923 2.525317 64.000000
12.675713 2.525326 61.000000
12.647832 2.497121 64.000000
12.727262 2.522292 61.000000
12.678108 2.446858 58.000000
12.707030 2.523673 60.000000
12.686034 2.530765 59.000000
12.686677 2.530727 58.000000
12.708869 2.497857 64.000000
12.638135 2.471782 65.000000
12.473279 2.590722 65.000000
12.665470 2.560370 61.000000
12.704648 2.506318 61.000000
12.733830 2.525374 64.000000
12.633215 2.523786 62.000000
12.689711 2.551484 62.000000
12.709178 2.471800 62.000000
12.728007 2.531809 64.000000
12.703665 2.546635 66.000000
12.697558 2.573593 60.000000
12.686654 2.563685 56.000000
12.686451 2.522491 64.000000
12.627872 2.448968 61.000000
12.582088 2.485967 66.000000
12.671453 2.518838 64.000000
12.732393 2.468947 61.000000
12.696358 2.492474 66.000000
12.647071 2.555742 61.000000
12.631032 2.513464 67.000000
12.687614 2.525249 60.000000
12.707179 2.484221 61.000000
12.665533 2.576245 63.000000
12.737449 2.493813 60.000000
12.689465 2.530138 62.000000
12.641280 2.444933 64.000000
12.665634 2.549079 62.000000
12.576402 2.556186 60.000000
12.521491 2.511508 60.000000
12.601998 2.495997 57.000000
12.664080 2.568724 63.000000
12.639731 2.567817 60.000000
12.645552 2.520758 63.000000
12.689716 2.515586 60.000000
12.617705 2.544095 62.000000
12.666656 2.542552 61.000000
12.532231 2.492765 58.000000
12.608676 2.498450 60.000000
12.353943 2.472464 64.000000
12.700228 2.538629 62.000000
12.622710 2.542395 60.000000
12.668103 2.496391 60.000000
12.685323 2.561318 59.000000
12.707388 2.516401 57.000000
12.631730 2.499850 67.000000
12.675802 2.506707 59.000000
12.679214 2.518067 61.000000
12.661884 2.512792 58.000000
12.624400 2.504080 63.000000
12.697287 2.531983 57.000000
12.680348 2.504764 61.000000
12.650034 2.556295 63.000000
12.638921 2.526487 61.000000
12.692387 2.511705 58.000000
12.672241 2.570365 60.000000
12.496737 2.574378 63.000000
12.472592 2.513777 63.000000
12.692722 2.496488 60.000000
12.592714 2.583010 61.000000
12.680029 2.494303 61.000000
12.725214 2.541886 63.000000
12.643927 2.468783 61.000000
12.656991 2.500282 65.000000
12.444984 2.604476 61.000000
12.557143 2.501325 61.000000
12.400715 2.538424 61.000000
12.640172 2.480683 60.000000
12.621210 2.503347 64.000000
12.645264 2.542821 57.000000
12.390526 2.501071 62.000000
12.697365 2.544825 63.000000
12.689296 2.522476 60.000000
12.686543 2.529306 61.000000
12.397519 2.492154 61.000000
12.663598 2.475180 61.000000
12.593360 2.555938 63.000000
12.536116 2.522664 63.000000
12.547580 2.531278 57.000000
11.600761 2.515722 64.000000
12.574678 2.486998 60.000000
12.693216 2.566792 59.000000
12.591526 2.522022 61.000000
12.661979 2.486830 58.000000
12.674992 2.481073 59.000000
12.574040 2.481173 60.000000
12.586131 2.526236 60.000000
12.581349 2.483722 62.000000
12.634461 2.540204 58.000000
12.644377 2.478175 58.000000
12.705857 2.513639 60.000000
12.521987 2.462208 61.000000
12.616490 2.514535 59.000000
12.686777 2.593442 61.000000
12.581644 2.536349 61.000000
12.288869 2.461402 62.000000
12.556556 2.512870 61.000000
12.674637 2.542276 60.000000
12.538585 2.569389 60.000000
12.671235 2.506035 61.000000
12.646990 2.526554 58.000000
12.667737 2.444541 62.000000
12.632781 2.489749 62.000000
12.667559 2.548526 62.000000
12.612644 2.517263 60.000000
12.627108 2.545247 63.000000
12.488424 2.624926 60.000000
12.310121 2.523999 60.000000
12.650590 2.558715 61.000000
12.558918 2.514890 60.000000
12.519040 2.486502 58.000000
12.668073 2.528585 60.000000
12.660610 2.509630 56.000000
12.652214 2.490824 56.000000
12.654818 2.568893 61.000000
12.263079 2.505403 58.000000
12.563419 2.527949 65.000000
12.672652 2.499612 62.000000
12.500311 2.523580 56.000000
12.574406 2.542385 65.000000
12.645307 2.513384 62.000000
12.655789 2.492303 59.000000
12.642562 2.524586 57.000000
12.620551 2.535893 60.000000
12.649652 2.553218 60.000000
12.599649 2.513643 59.000000
12.415573 2.509735 60.000000
12.564910 2.569081 61.000000
12.659936 2.515337 63.000000
12.583403 2.529213 60.000000
12.655058 2.557856 61.000000
12.646849 2.531941 59.000000
12.567852 2.513469 59.000000
12.632681 2.603990 58.000000
12.588264 2.490247 59.000000
12.354698 2.494115 60.000000
12.635643 2.471815 54.000000
12.490757 2.521850 60.000000
12.687457 2.494733 64.000000
12.646416 2.516012 60.000000
12.597030 2.551641 60.000000
12.540791 2.444840 56.000000
12.075761 2.540424 57.000000
12.651767 2.546579 60.000000
12.573621 2.491902 59.000000
12.645154 2.500055 61.000000
12.665883 2.541662 61.000000
12.415504 2.513515 60.000000
12.628077 2.528905 62.000000
12.613416 2.480586 61.000000
12.659520 2.517033 56.000000
12.584427 2.558399 57.000000
12.631612 2.537206 62.000000
12.598178 2.519747 55.000000
12.576672 2.484072 63.000000
12.592506 2.588145 61.000000
12.568847 2.512124 62.000000
12.569853 2.489278 62.000000
12.578939 2.488593 62.000000
12.613253 2.583730 57.000000
12.579960 2.537705 64.000000
12.525313 2.548331 64.000000
12.642861 2.483720 61.000000
12.649996 2.520872 60.000000
12.610356 2.527110 56.000000
12.326521 2.511345 61.000000
12.516385 2.495578 59.000000
12.593927 2.552977 62.000000
12.581044 2.520055 58.000000
12.411719 2.466524 62.000000
12.634905 2.593053 55.000000
12.588708 2.526505 58.000000
12.618027 2.510965 58.000000
12.366805 2.577047 61.000000
12.607306 2.561181 60.000000
12.463060 2.515685 61.000000
11.795895 2.472852 59.000000
12.520817 2.512769 65.000000
12.595347 2.549926 60.000000
12.489109 2.540468 60.000000
12.359750 2.487881 62.000000
12.580914 2.536599 59.000000
12.622090 2.572699 62.000000
12.623199 2.540446 58.000000
12.636721 2.528730 59.000000
12.533742 2.570042 60.000000
12.659915 2.518614 60.000000
12.561994 2.462792 59.000000
12.407742 2.510546 59.000000
12.602797 2.452584 62.000000
12.563626 2.494791 58.000000
12.624681 2.517598 60.000000
12.541454 2.445510 57.000000
12.570905 2.588282 63.000000
12.414796 2.537582 58.000000
12.631949 2.535154 60.000000
12.621496 2.501219 60.000000
12.547989 2.557269 57.000000
12.571081 2.574524 58.000000
12.610463 2.498397 56.000000
12.603959 2.503483 59.000000
12.574987 2.552176 59.000000
12.586955 2.492577 57.000000
12.537900 2.530040 59.000000
12.625697 2.547581 56.000000
12.541818 2.419018 55.000000
12.273371 2.512773 59.000000
12.401830 2.477614 57.000000
12.605150 2.508264 59.000000
12.513508 2.497092 56.000000
12.533940 2.555562 60.000000
12.585716 2.555811 55.000000
12.553936 2.504532 61.000000
12.340186 2.547057 59.000000
11.833809 2.537080 60.000000
12.588829 2.487115 60.000000
12.576207 2.553343 63.000000
12.578632 2.536837 60.000000
12.406458 2.473074 56.000000
12.628192 2.500166 57.000000
12.515437 2.529340 64.000000
12.577962 2.473214 57.000000
12.623971 2.556771 60.000000
12.586458 2.607450 57.000000
12.628646 2.473202 60.000000
12.573069 2.588988 58.000000
12.513903 2.510901 58.000000
12.580118 2.494521 55.000000
12.607955 2.540937 60.000000
12.630962 2.544068 60.000000
12.620281 2.579713 52.000000
12.543900 2.543203 57.000000
12.591955 2.470930 58.000000
12.574385 2.511784 57.000000
12.508798 2.517305 58.000000
12.542419 2.461568 59.000000
12.383887 2.501280 60.000000
12.618084 2.547567 59.000000
12.466698 2.555197 56.000000
12.534091 2.518961 60.000000
12.431344 2.524885 62.000000
12.468252 2.523461 58.000000
12.555692 2.462189 63.000000
12.572288 2.569687 59.000000
12.617886 2.504875 56.000000
12.503454 2.547051 58.000000
12.540764 2.537273 56.000000
12.593364 2.488092 60.000000
12.457780 2.491334 58.000000
12.500527 2.512120 59.000000
12.605319 2.516493 55.000000
12.602260 2.528187 58.000000
12.523412 2.475866 61.000000
12.459172 2.530447 59.000000
12.563437 2.518703 60.000000
12.570887 2.463765 60.000000
12.604102 2.466650 57.000000
12.418208 2.542299 57.000000
12.599778 2.500123 58.000000
12.548053 2.475536 56.000000
12.608282 2.508201 57.000000
12.493011 2.489370 62.000000
12.283610 2.450949 59.000000
12.531321 2.506124 61.000000
12.529906 2.501057 56.000000
12.600082 2.500558 59.000000
12.596279 2.444424 58.000000
12.513208 2.549700 57.000000
12.574723 2.554309 59.000000
12.603337 2.506457 58.000000
12.463105 2.532808 59.000000
12.560917 2.498930 59.000000
12.587678 2.501000 60.000000
12.491322 2.501451 56.000000
12.576685 2.564091 58.000000
12.563168 2.553084 58.000000
12.256292 2.480194 58.000000
12.590449 2.514959 59.000000
12.596242 2.519242 60.000000
12.575669 2.473176 55.000000
12.314867 2.474355 52.000000
12.506684 2.508244 57.000000
12.565928 2.561962 54.000000
12.610406 2.515982 58.000000
12.282406 2.585710 57.000000
12.392801 2.520685 55.000000
12.565572 2.533757 59.000000
12.580751 2.509857 59.000000
12.548469 2.579142 61.000000
12.519890 2.540245 61.000000
12.353762 2.586815 55.000000
12.539586 2.535295 56.000000
12.581774 2.579276 55.000000
12.448909 2.530663 58.000000
12.229548 2.528903 61.000000
12.499640 2.484223 58.000000
12.035137 2.459770 57.000000
12.523871 2.564956 49.000000
12.553446 2.514348 54.000000
12.511080 2.502893 57.000000
12.561292 2.520400 53.000000
12.537042 2.517754 63.000000
12.491193 2.471253 59.000000
12.562549 2.522817 59.000000
12.383688 2.533434 56.000000
12.561839 2.467048 54.000000
12.421181 2.441640 56.000000
11.865887 2.531091 62.000000
12.363047 2.544147 54.000000
12.564380 2.541220 59.000000
12.548586 2.548304 63.000000
12.223807 2.554230 60.000000
12.361324 2.495980 53.000000
12.540340 2.497568 59.000000
12.143610 2.520562 52.000000
12.582744 2.532999 56.000000
12.531461 2.513488 57.000000
12.504737 2.478309 56.000000
12.433297 2.550059 57.000000
12.585668 2.566821 59.000000
12.541994 2.481793 56.000000
12.474122 2.549708 60.000000
12.551738 2.548696 55.000000
12.490588 2.551993 56.000000
12.287806 2.498027 52.000000
12.587559 2.512702 56.000000
12.432166 2.553155 61.000000
12.464787 2.553937 55.000000
12.576938 2.497787 56.000000
12.539379 2.533890 57.000000
12.480718 2.536967 55.000000
12.293152 2.537629 58.000000
12.538909 2.510920 58.000000
12.383131 2.520273 57.000000
12.558634 2.526046 54.000000
12.574597 2.532405 58.000000
12.502062 2.538763 61.000000
12.258788 2.516971 55.000000
12.527835 2.515780 56.000000
12.312276 2.461779 59.000000
12.363938 2.511113 59.000000
12.518969 2.509047 57.000000
12.550649 2.482433 61.000000
12.404110 2.543443 57.000000
11.829793 2.540834 59.000000
12.370785 2.492442 56.000000
12.365612 2.457600 54.000000
12.341247 2.556398 58.000000
12.527033 2.542068 56.000000
12.548883 2.539599 59.000000
12.516890 2.533030 56.000000
12.445077 2.572143 56.000000
12.530464 2.457007 57.000000
12.520483 2.553203 56.000000
12.287317 2.491533 55.000000
12.159603 2.502553 56.000000
12.326066 2.512410 55.000000
12.556068 2.514646 54.000000
12.354305 2.522226 58.000000
12.355811 2.556648 56.000000
12.537382 2.542181 56.000000
12.422542 2.535307 54.000000
12.565448 2.494742 57.000000
12.554681 2.509180 58.000000
12.398261 2.546128 55.000000
12.551966 2.476982 56.000000
12.543403 2.487952 60.000000
12.510503 2.484705 52.000000
12.519960 2.497039 56.000000
12.476433 2.516818 54.000000
12.542268 2.501287 58.000000
12.497822 2.520166 57.000000
12.537849 2.568783 58.000000
12.438004 2.470296 53.000000
12.165516 2.535604 59.000000
12.490903 2.481461 60.000000
12.553425 2.619581 51.000000
12.499786 2.514320 59.000000
12.330981 2.538243 56.000000
12.505741 2.500460 54.000000
12.467893 2.555372 55.000000
12.472922 2.515669 53.000000
12.528314 2.482439 58.000000
12.320573 2.502954 52.000000
12.465753 2.509892 58.000000
12.514864 2.550059 59.000000
12.041601 2.523076 55.000000
12.414453 2.505149 58.000000
12.490808 2.522335 59.000000
12.428376 2.498092 55.000000
12.511931 2.557999 57.000000
12.414107 2.500569 52.000000
12.443412 2.549931 53.000000
12.476987 2.532705 57.000000
12.532968 2.489057 58.000000
12.269369 2.527041 57.000000
12.503455 2.533280 54.000000
12.030981 2.462205 54.000000
12.520370 2.511213 58.000000
12.499919 2.526732 53.000000
12.495295 2.548042 54.000000
12.515287 2.522350 53.000000
12.305427 2.530124 56.000000
12.459780 2.542694 54.000000
12.485819 2.529033 53.000000
12.450671 2.555061 55.000000
12.510082 2.550834 53.000000
12.496565 2.500449 59.000000
12.464066 2.492817 54.000000
12.514168 2.583038 56.000000
12.542689 2.526367 56.000000
12.353522 2.539785 58.000000
12.417941 2.544158 55.000000
12.502856 2.516233 53.000000
12.483818 2.575509 54.000000
12.431978 2.511941 61.000000
12.447104 2.467235 55.000000
12.459011 2.522374 55.000000
12.531191 2.492317 57.000000
12.509967 2.488460 55.000000
12.260597 2.510179 54.000000
12.297704 2.557770 56.000000
12.527961 2.547333 57.000000
12.393560 2.489673 57.000000
12.343157 2.429652 55.000000
12.454713 2.472223 53.000000
12.471258 2.522549 57.000000
12.508270 2.501199 56.000000
12.418262 2.581416 56.000000
12.105861 2.509383 56.000000
12.475024 2.577025 59.000000
12.475580 2.493056 57.000000
12.233273 2.507261 58.000000
12.460929 2.474976 58.000000
12.502067 2.525262 56.000000
12.487683 2.565832 57.000000
12.507600 2.545662 57.000000
12.466023 2.437227 55.000000
12.467950 2.489227 55.000000
12.458386 2.500908 58.000000
12.495212 2.504561 56.000000
12.406127 2.452050 58.000000
12.388554 2.528130 51.000000
12.465667 2.518454 57.000000
12.512969 2.496178 57.000000
12.499076 2.438079 49.000000
12.451432 2.467167 52.000000
12.506598 2.476443 53.000000
12.512154 2.522504 58.000000
12.472585 2.496074 53.000000
12.435922 2.496866 54.000000
12.301428 2.525634 55.000000
12.206345 2.524516 57.000000
12.449536 2.485239 49.000000
12.479825 2.549864 54.000000
12.461799 2.459994 52.000000
12.415720 2.532794 54.000000
12.180489 2.522099 60.000000
12.407881 2.532239 53.000000
12.503600 2.514002 53.000000
12.432382 2.538345 53.000000
12.473520 2.518565 58.000000
12.492531 2.517463 54.000000
12.204983 2.507480 58.000000
12.414290 2.497183 55.000000
12.151440 2.519493 54.000000
12.451024 2.560587 52.000000
12.437238 2.515126 57.000000
12.413862 2.533144 52.000000
12.457927 2.554414 59.000000
12.465265 2.612168 54.000000
12.501922 2.517327 50.000000
12.240334 2.554718 49.000000
12.466612 2.522531 50.000000
12.448033 2.573099 58.000000
12.388917 2.483824 56.000000
12.095217 2.491051 51.000000
11.727482 2.466206 52.000000
12.385029 2.534057 54.000000
12.474439 2.506890 58.000000
12.256892 2.467118 59.000000
12.537761 2.475514 49.000000
12.423998 2.500526 56.000000
12.471419 2.516604 55.000000
12.427763 2.506653 55.000000
12.460183 2.513889 53.000000
12.423253 2.482490 61.000000
12.460865 2.530576 48.000000
12.447922 2.495644 56.000000
12.446843 2.564494 55.000000
12.476588 2.523244 57.000000
12.474220 2.523579 54.000000
12.438894 2.531224 55.000000
12.278510 2.491230 57.000000
12.414669 2.480528 55.000000
11.894255 2.521477 54.000000
12.473281 2.481385 54.000000
12.432502 2.559721 58.000000
12.396078 2.479697 54.000000
12.469926 2.523025 58.000000
12.357949 2.513234 56.000000
12.485779 2.469044 56.000000
12.485347 2.500251 56.000000
12.483677 2.548666 51.000000
12.377855 2.502742 56.000000
12.451264 2.520845 59.000000
12.427742 2.482004 53.000000
12.427769 2.521938 56.000000
12.455938 2.533192 57.000000
12.459829 2.542157 56.000000
12.429538 2.553678 53.000000
12.415937 2.524738 60.000000
12.411723 2.555042 55.000000
12.372169 2.499317 51.000000
12.436151 2.411251 51.000000
12.483162 2.542797 54.000000
12.483502 2.488709 52.000000
12.386183 2.504809 55.000000
12.454943 2.513763 58.000000
12.456205 2.568072 52.000000
12.350713 2.478830 52.000000
12.340011 2.575801 51.000000
12.459170 2.429286 49.000000
12.456488 2.488911 55.000000
12.385759 2.458967 55.000000
12.503339 2.498545 54.000000
12.392452 2.539841 53.000000
12.443141 2.472924 55.000000
12.432118 2.511056 53.000000
12.470095 2.513446 56.000000
12.468503 2.490159 52.000000
12.444520 2.552582 51.000000
12.462574 2.487787 53.000000
12.410652 2.478326 56.000000
12.382405 2.504559 53.000000
12.354527 2.525332 52.000000
12.438407 2.536635 57.000000
12.381524 2.564684 50.000000
12.387732 2.530493 58.000000
12.427321 2.524701 57.000000
12.482738 2.542321 53.000000
12.319102 2.525557 54.000000
12.449691 2.492185 55.000000
12.397408 2.520339 53.000000
12.175929 2.485895 52.000000
12.464425 2.537553 52.000000
12.411448 2.473915 51.000000
12.461791 2.538461 57.000000
12.408157 2.418913 49.000000
12.426632 2.511851 50.000000
12.185153 2.538752 50.000000
12.413783 2.569949 47.000000
12.409578 2.543168 50.000000
12.425448 2.484888 52.000000
12.240394 2.579047 56.000000
12.464197 2.445748 53.000000
12.372883 2.524391 44.000000
12.462397 2.504123 52.000000
12.460084 2.548905 51.000000
12.317575 2.474966 47.000000
12.394019 2.519484 52.000000
12.382527 2.457360 53.000000
12.428727 2.476371 52.000000
12.454318 2.504825 52.000000
12.433900 2.486808 47.000000
12.452475 2.511425 55.000000
12.444072 2.482755 55.000000
12.097837 2.554612 52.000000
12.417278 2.498804 53.000000
12.426246 2.500395 50.000000
12.371690 2.503225 54.000000
12.451911 2.442476 51.000000
12.425499 2.499502 53.000000
12.431774 2.541379 54.000000
12.473240 2.489277 55.000000
12.402418 2.497109 50.000000
12.418532 2.483219 55.000000
12.443236 2.578250 49.000000
12.414548 2.481595 49.000000
12.442008 2.469674 48.000000
12.417921 2.484506 52.000000
12.430485 2.490009 50.000000
12.440177 2.591223 52.000000
12.482648 2.524594 50.000000
12.124526 2.543521 53.000000
12.257918 2.537602 51.000000
12.342147 2.470348 53.000000
