log10(Mass)+10    log10(VelDisp)   number_of_galaxy
12.275707 nan 0.000000
12.354025 nan 0.000000
12.425656 nan 0.000000
12.349475 nan 0.000000
12.333160 nan 0.000000
12.323415 nan 0.000000
12.344399 nan 0.000000
12.344324 nan 0.000000
12.409148 nan 0.000000
12.318442 nan 0.000000
12.352312 nan 0.000000
12.330780 nan 0.000000
12.402901 nan 0.000000
12.382839 nan 0.000000
12.389968 nan 0.000000
12.376801 nan 0.000000
12.387882 nan 0.000000
12.387590 nan 0.000000
12.354591 nan 0.000000
12.304934 nan 0.000000
12.356056 nan 0.000000
12.338408 nan 0.000000
12.397661 nan 0.000000
12.289542 nan 0.000000
12.389504 nan 0.000000
12.308824 nan 0.000000
12.358916 nan 0.000000
12.311626 nan 0.000000
12.405187 nan 0.000000
12.371476 nan 0.000000
12.331208 nan 0.000000
12.393684 nan 0.000000
12.383678 nan 0.000000
12.415236 nan 0.000000
12.383330 nan 0.000000
12.221920 nan 0.000000
12.420752 nan 0.000000
12.379525 nan 0.000000
12.123510 nan 0.000000
12.337694 nan 0.000000
12.364939 nan 0.000000
12.199142 nan 0.000000
12.346135 nan 0.000000
12.379039 nan 0.000000
12.380135 nan 0.000000
12.371173 nan 0.000000
12.299689 nan 0.000000
12.360832 nan 0.000000
12.372359 nan 0.000000
12.074416 nan 0.000000
12.348393 nan 0.000000
12.334222 nan 0.000000
12.388837 nan 0.000000
12.429818 nan 0.000000
12.167264 nan 0.000000
12.434664 nan 0.000000
12.352237 nan 0.000000
11.923975 nan 0.000000
12.375326 nan 0.000000
12.368629 nan 0.000000
12.380287 nan 0.000000
12.140922 nan 0.000000
12.411199 nan 0.000000
12.092222 nan 0.000000
12.287448 nan 0.000000
12.408435 nan 0.000000
12.359083 nan 0.000000
12.338748 nan 0.000000
12.017518 nan 0.000000
12.280424 nan 0.000000
12.417350 nan 0.000000
12.410537 nan 0.000000
12.359746 nan 0.000000
12.117152 nan 0.000000
12.245499 nan 0.000000
12.397332 nan 0.000000
12.401198 nan 0.000000
12.402261 nan 0.000000
12.384603 nan 0.000000
12.400620 nan 0.000000
12.388531 nan 0.000000
12.342862 nan 0.000000
12.078544 nan 0.000000
12.390070 nan 0.000000
12.077866 nan 0.000000
12.382835 nan 0.000000
12.384057 nan 0.000000
12.406283 nan 0.000000
12.331638 nan 0.000000
12.397516 nan 0.000000
12.378188 nan 0.000000
12.261520 nan 0.000000
12.367685 nan 0.000000
12.362624 nan 0.000000
12.337035 nan 0.000000
12.087191 nan 0.000000
12.397397 nan 0.000000
12.306858 nan 0.000000
12.345195 nan 0.000000
12.381490 nan 0.000000
12.399906 nan 0.000000
12.374826 nan 0.000000
12.348975 nan 0.000000
12.346849 nan 0.000000
12.065163 nan 0.000000
12.326864 nan 0.000000
12.321786 nan 0.000000
12.378043 nan 0.000000
12.394879 nan 0.000000
12.371487 nan 0.000000
12.382285 nan 0.000000
12.399116 nan 0.000000
12.294288 nan 0.000000
12.263159 nan 0.000000
12.409362 nan 0.000000
12.312533 nan 0.000000
12.339329 nan 0.000000
12.116040 nan 0.000000
12.361547 nan 0.000000
12.069295 nan 0.000000
12.426182 nan 0.000000
12.027132 nan 0.000000
12.268280 nan 0.000000
12.266852 nan 0.000000
12.262841 nan 0.000000
12.337095 nan 0.000000
12.426256 nan 0.000000
12.355905 nan 0.000000
12.352245 nan 0.000000
12.334166 nan 0.000000
12.289471 nan 0.000000
12.378791 nan 0.000000
12.387821 nan 0.000000
12.229137 nan 0.000000
12.265242 nan 0.000000
12.319208 nan 0.000000
12.410095 nan 0.000000
12.366079 nan 0.000000
12.240386 nan 0.000000
11.929394 nan 0.000000
12.292557 nan 0.000000
12.260995 nan 0.000000
12.099658 nan 0.000000
12.382294 nan 0.000000
12.261220 nan 0.000000
12.414302 nan 0.000000
12.379615 nan 0.000000
12.401251 nan 0.000000
12.390306 nan 0.000000
12.257244 nan 0.000000
12.366440 nan 0.000000
12.406609 nan 0.000000
12.403987 nan 0.000000
12.381552 nan 0.000000
12.375736 nan 0.000000
12.416104 nan 0.000000
12.368593 nan 0.000000
12.388324 nan 0.000000
12.372855 nan 0.000000
12.372786 nan 0.000000
12.406299 nan 0.000000
12.330966 nan 0.000000
12.335889 nan 0.000000
12.311122 nan 0.000000
12.279465 nan 0.000000
12.436458 nan 0.000000
12.336041 nan 0.000000
12.394595 nan 0.000000
12.315352 nan 0.000000
12.090334 nan 0.000000
12.304847 nan 0.000000
12.312953 nan 0.000000
12.357069 nan 0.000000
12.400993 nan 0.000000
12.151206 nan 0.000000
12.219948 nan 0.000000
12.246498 nan 0.000000
12.417236 nan 0.000000
12.223216 nan 0.000000
12.269317 nan 0.000000
12.387158 nan 0.000000
12.375818 nan 0.000000
12.381019 nan 0.000000
12.329897 nan 0.000000
12.059572 nan 0.000000
12.298729 nan 0.000000
12.386211 nan 0.000000
12.385673 nan 0.000000
12.316584 nan 0.000000
12.342737 nan 0.000000
12.340900 nan 0.000000
12.401005 nan 0.000000
12.298760 nan 0.000000
12.354017 nan 0.000000
12.359193 nan 0.000000
12.239228 nan 0.000000
12.322356 nan 0.000000
12.382475 nan 0.000000
12.400372 nan 0.000000
12.363181 nan 0.000000
12.355948 nan 0.000000
12.385513 nan 0.000000
12.424596 nan 0.000000
12.367938 nan 0.000000
12.405573 nan 0.000000
12.296202 nan 0.000000
12.406601 nan 0.000000
12.382482 nan 0.000000
12.385127 nan 0.000000
12.398442 nan 0.000000
12.244607 nan 0.000000
12.375967 nan 0.000000
12.365669 nan 0.000000
12.348007 nan 0.000000
12.422745 nan 0.000000
12.093759 nan 0.000000
12.388545 nan 0.000000
12.328738 nan 0.000000
12.284197 nan 0.000000
12.395459 nan 0.000000
12.141746 nan 0.000000
12.350125 nan 0.000000
12.359502 nan 0.000000
12.330135 nan 0.000000
12.275165 nan 0.000000
12.220507 nan 0.000000
12.154782 nan 0.000000
12.428721 nan 0.000000
12.363578 nan 0.000000
12.400497 nan 0.000000
10.360145 nan 0.000000
12.060685 nan 0.000000
12.107318 nan 0.000000
12.354230 nan 0.000000
12.349205 nan 0.000000
12.376828 nan 0.000000
12.395847 nan 0.000000
12.368917 nan 0.000000
12.363196 nan 0.000000
12.415106 nan 0.000000
12.353904 nan 0.000000
11.839008 nan 0.000000
12.339348 nan 0.000000
12.275675 nan 0.000000
12.395142 nan 0.000000
12.365159 nan 0.000000
12.373529 nan 0.000000
12.393301 nan 0.000000
12.138715 nan 0.000000
12.322589 nan 0.000000
12.344311 nan 0.000000
12.320834 nan 0.000000
12.348420 nan 0.000000
12.302793 nan 0.000000
12.400387 nan 0.000000
12.256108 nan 0.000000
12.362887 nan 0.000000
12.252841 nan 0.000000
12.255689 nan 0.000000
12.071118 nan 0.000000
12.251587 nan 0.000000
12.346198 nan 0.000000
12.369864 nan 0.000000
12.356966 nan 0.000000
12.397100 nan 0.000000
12.317089 nan 0.000000
12.342441 nan 0.000000
12.354069 nan 0.000000
12.257680 nan 0.000000
12.380556 nan 0.000000
12.111043 nan 0.000000
12.410595 nan 0.000000
12.389843 nan 0.000000
12.331868 nan 0.000000
12.357163 nan 0.000000
12.307679 nan 0.000000
12.319044 nan 0.000000
12.290778 nan 0.000000
12.168375 nan 0.000000
12.339251 nan 0.000000
11.986022 nan 0.000000
12.363664 nan 0.000000
12.304832 nan 0.000000
12.381286 nan 0.000000
11.997787 nan 0.000000
12.346756 nan 0.000000
12.322765 nan 0.000000
12.412506 nan 0.000000
12.339018 nan 0.000000
12.415356 nan 0.000000
12.386782 nan 0.000000
12.040399 nan 0.000000
12.330293 nan 0.000000
11.961861 nan 0.000000
12.383279 nan 0.000000
12.405104 nan 0.000000
12.362442 nan 0.000000
12.353445 nan 0.000000
12.336736 nan 0.000000
12.394069 nan 0.000000
12.372275 nan 0.000000
12.356781 nan 0.000000
12.298386 nan 0.000000
12.177020 nan 0.000000
12.375052 nan 0.000000
12.379384 nan 0.000000
12.304657 nan 0.000000
12.391723 nan 0.000000
12.359914 nan 0.000000
12.412333 nan 0.000000
12.342109 nan 0.000000
12.374581 nan 0.000000
12.420465 nan 0.000000
12.364234 nan 0.000000
12.396946 nan 0.000000
12.363035 nan 0.000000
12.039088 nan 0.000000
12.337149 nan 0.000000
12.324393 nan 0.000000
12.417235 nan 0.000000
12.399565 nan 0.000000
12.417042 nan 0.000000
12.408318 nan 0.000000
12.166412 nan 0.000000
12.350290 nan 0.000000
12.066694 nan 0.000000
12.367214 nan 0.000000
12.380722 nan 0.000000
12.406117 nan 0.000000
12.326680 nan 0.000000
12.392475 nan 0.000000
12.291390 nan 0.000000
12.199678 nan 0.000000
12.335099 nan 0.000000
12.369636 nan 0.000000
12.320659 nan 0.000000
12.290126 nan 0.000000
12.350431 nan 0.000000
12.325006 nan 0.000000
12.002618 nan 0.000000
12.373854 nan 0.000000
12.325551 nan 0.000000
12.383764 nan 0.000000
12.298650 nan 0.000000
12.382101 nan 0.000000
12.408074 nan 0.000000
12.380195 nan 0.000000
12.383826 nan 0.000000
12.405440 nan 0.000000
12.401855 nan 0.000000
12.321727 nan 0.000000
12.206107 nan 0.000000
12.327526 nan 0.000000
12.326781 nan 0.000000
12.303832 nan 0.000000
12.262253 nan 0.000000
12.285142 nan 0.000000
12.383728 nan 0.000000
12.308615 nan 0.000000
12.421201 nan 0.000000
11.744415 nan 0.000000
12.397059 nan 0.000000
12.325139 nan 0.000000
12.244076 nan 0.000000
12.029211 nan 0.000000
12.285748 nan 0.000000
12.375966 nan 0.000000
12.365802 nan 0.000000
12.384274 nan 0.000000
12.384535 nan 0.000000
12.415507 nan 0.000000
12.348380 nan 0.000000
12.354289 nan 0.000000
12.373695 nan 0.000000
12.265329 nan 0.000000
12.373305 nan 0.000000
12.359306 nan 0.000000
12.357461 nan 0.000000
12.196195 nan 0.000000
12.369057 nan 0.000000
12.388108 nan 0.000000
12.408396 nan 0.000000
12.321412 nan 0.000000
12.270284 nan 0.000000
12.045105 nan 0.000000
12.345848 nan 0.000000
12.402406 nan 0.000000
12.393810 nan 0.000000
12.410674 nan 0.000000
12.362134 nan 0.000000
12.377812 nan 0.000000
12.319578 nan 0.000000
12.380680 nan 0.000000
12.361661 nan 0.000000
12.349375 nan 0.000000
12.372687 nan 0.000000
12.353442 nan 0.000000
12.319623 nan 0.000000
12.260258 nan 0.000000
12.389747 nan 0.000000
12.133627 nan 0.000000
12.357549 nan 0.000000
12.380668 nan 0.000000
12.266656 nan 0.000000
12.329044 nan 0.000000
12.217102 nan 0.000000
12.373208 nan 0.000000
11.956171 nan 0.000000
12.320602 nan 0.000000
12.361874 nan 0.000000
12.294036 nan 0.000000
12.292279 nan 0.000000
12.344517 nan 0.000000
12.372593 nan 0.000000
12.360981 nan 0.000000
12.405019 nan 0.000000
12.398492 nan 0.000000
12.279046 nan 0.000000
12.367031 nan 0.000000
12.327404 nan 0.000000
12.347740 nan 0.000000
12.339222 nan 0.000000
12.363559 nan 0.000000
12.265032 nan 0.000000
12.376986 nan 0.000000
12.395096 nan 0.000000
12.381323 nan 0.000000
12.315024 nan 0.000000
12.210818 nan 0.000000
12.352689 nan 0.000000
12.345966 nan 0.000000
12.250502 nan 0.000000
12.352948 nan 0.000000
12.312906 nan 0.000000
12.152770 nan 0.000000
12.214674 nan 0.000000
12.303452 nan 0.000000
12.231650 nan 0.000000
12.357725 nan 0.000000
12.206441 nan 0.000000
12.310569 nan 0.000000
12.233652 nan 0.000000
12.137191 nan 0.000000
12.304178 nan 0.000000
12.053182 nan 0.000000
12.228888 nan 0.000000
12.345728 nan 0.000000
12.374618 nan 0.000000
12.349757 nan 0.000000
12.336982 nan 0.000000
12.316078 nan 0.000000
12.382556 nan 0.000000
12.382772 nan 0.000000
12.398580 nan 0.000000
12.356106 nan 0.000000
12.371812 nan 0.000000
12.392833 nan 0.000000
12.407754 nan 0.000000
12.364126 nan 0.000000
12.386991 nan 0.000000
12.200450 nan 0.000000
12.381334 nan 0.000000
12.364488 nan 0.000000
12.381911 nan 0.000000
12.377940 nan 0.000000
12.387144 nan 0.000000
12.200479 nan 0.000000
12.357380 nan 0.000000
12.148086 nan 0.000000
12.196465 nan 0.000000
12.393525 nan 0.000000
12.380176 nan 0.000000
12.364328 nan 0.000000
12.411185 nan 0.000000
12.295531 nan 0.000000
12.412527 nan 0.000000
12.269675 nan 0.000000
12.347011 nan 0.000000
11.676045 nan 0.000000
12.314577 nan 0.000000
12.358020 nan 0.000000
12.355585 nan 0.000000
12.230446 nan 0.000000
12.091931 nan 0.000000
12.370358 nan 0.000000
12.360076 nan 0.000000
12.351662 nan 0.000000
12.311138 nan 0.000000
12.157505 nan 0.000000
12.335516 nan 0.000000
12.381000 nan 0.000000
12.381597 nan 0.000000
12.230608 nan 0.000000
12.353689 nan 0.000000
12.308512 nan 0.000000
12.280437 nan 0.000000
12.372294 nan 0.000000
12.315418 nan 0.000000
12.359753 nan 0.000000
12.143627 nan 0.000000
12.209328 nan 0.000000
12.366731 nan 0.000000
12.297381 nan 0.000000
12.382813 nan 0.000000
12.191342 nan 0.000000
12.396496 nan 0.000000
12.339192 nan 0.000000
12.366001 nan 0.000000
12.389537 nan 0.000000
12.277961 nan 0.000000
12.324493 nan 0.000000
12.392034 nan 0.000000
12.220222 nan 0.000000
12.380179 nan 0.000000
12.393519 nan 0.000000
12.407571 nan 0.000000
12.335020 nan 0.000000
12.351881 nan 0.000000
11.712091 nan 0.000000
12.386784 nan 0.000000
12.337034 nan 0.000000
12.268120 nan 0.000000
12.389807 nan 0.000000
12.363492 nan 0.000000
12.033015 nan 0.000000
12.375141 nan 0.000000
12.044228 nan 0.000000
12.243577 nan 0.000000
12.338829 nan 0.000000
12.376176 nan 0.000000
12.321552 nan 0.000000
12.371140 nan 0.000000
12.255928 nan 0.000000
12.268519 nan 0.000000
12.338561 nan 0.000000
12.356261 nan 0.000000
12.142976 nan 0.000000
12.240600 nan 0.000000
12.305676 nan 0.000000
12.348605 nan 0.000000
12.246990 nan 0.000000
12.305469 nan 0.000000
12.244083 nan 0.000000
12.231945 nan 0.000000
12.337926 nan 0.000000
12.279536 nan 0.000000
12.261095 nan 0.000000
12.342313 nan 0.000000
12.244004 nan 0.000000
12.383049 nan 0.000000
12.353026 nan 0.000000
12.352029 nan 0.000000
12.207103 nan 0.000000
12.385855 nan 0.000000
12.268847 nan 0.000000
12.424862 nan 0.000000
12.367520 nan 0.000000
12.258454 nan 0.000000
12.277973 nan 0.000000
12.374563 nan 0.000000
12.285389 nan 0.000000
12.300419 nan 0.000000
12.363830 nan 0.000000
12.312019 nan 0.000000
12.300435 nan 0.000000
12.261051 nan 0.000000
12.350306 nan 0.000000
12.375263 nan 0.000000
12.379605 nan 0.000000
12.353966 nan 0.000000
12.380502 nan 0.000000
12.348865 nan 0.000000
12.363836 nan 0.000000
12.300971 nan 0.000000
12.195117 nan 0.000000
12.144362 nan 0.000000
12.365615 nan 0.000000
12.247865 nan 0.000000
12.330236 nan 0.000000
12.409694 nan 0.000000
12.414145 nan 0.000000
12.098017 nan 0.000000
12.320999 nan 0.000000
11.958207 nan 0.000000
12.083341 nan 0.000000
12.389300 nan 0.000000
12.361552 nan 0.000000
12.357244 nan 0.000000
12.349140 nan 0.000000
12.322346 nan 0.000000
12.333970 nan 0.000000
12.327521 nan 0.000000
12.396482 nan 0.000000
12.382718 nan 0.000000
12.357456 nan 0.000000
12.321225 nan 0.000000
12.361998 nan 0.000000
12.258558 nan 0.000000
12.271951 nan 0.000000
12.390515 nan 0.000000
12.294065 nan 0.000000
12.330575 nan 0.000000
12.319339 nan 0.000000
12.338309 nan 0.000000
12.350982 nan 0.000000
12.334723 nan 0.000000
12.324555 nan 0.000000
12.184426 nan 0.000000
12.313152 nan 0.000000
12.372471 nan 0.000000
12.279818 nan 0.000000
12.414988 nan 0.000000
12.352959 nan 0.000000
12.351762 nan 0.000000
12.393399 nan 0.000000
12.389310 nan 0.000000
12.335652 nan 0.000000
12.088446 nan 0.000000
12.251150 nan 0.000000
12.289135 nan 0.000000
12.398406 nan 0.000000
12.271292 nan 0.000000
12.409605 nan 0.000000
12.383650 nan 0.000000
12.307156 nan 0.000000
12.343020 nan 0.000000
12.382017 nan 0.000000
12.165383 nan 0.000000
12.351925 nan 0.000000
12.376936 nan 0.000000
12.342205 nan 0.000000
12.400241 nan 0.000000
12.324074 nan 0.000000
12.319907 nan 0.000000
12.390322 nan 0.000000
12.284391 nan 0.000000
12.386158 nan 0.000000
12.298536 nan 0.000000
12.296368 nan 0.000000
12.215979 nan 0.000000
12.354100 nan 0.000000
12.376143 nan 0.000000
12.416274 nan 0.000000
12.344404 nan 0.000000
12.350423 nan 0.000000
12.146312 nan 0.000000
12.369713 nan 0.000000
12.296713 nan 0.000000
12.040899 nan 0.000000
12.428812 nan 0.000000
12.293137 nan 0.000000
12.287771 nan 0.000000
12.387596 nan 0.000000
12.305364 nan 0.000000
12.345373 nan 0.000000
12.181845 nan 0.000000
12.333324 nan 0.000000
12.269121 nan 0.000000
12.414904 nan 0.000000
12.311175 nan 0.000000
12.364117 nan 0.000000
12.383938 nan 0.000000
12.355681 nan 0.000000
12.335440 nan 0.000000
12.375268 nan 0.000000
12.364547 nan 0.000000
12.167804 nan 0.000000
12.357466 nan 0.000000
12.388499 nan 0.000000
12.370255 nan 0.000000
12.279092 nan 0.000000
12.368201 nan 0.000000
11.703490 nan 0.000000
12.338043 nan 0.000000
12.322655 nan 0.000000
12.347332 nan 0.000000
12.408003 nan 0.000000
12.163419 nan 0.000000
12.288261 nan 0.000000
12.359182 nan 0.000000
12.291251 nan 0.000000
12.370743 nan 0.000000
12.363928 nan 0.000000
12.087251 nan 0.000000
12.366071 nan 0.000000
12.314275 nan 0.000000
12.360244 nan 0.000000
12.324577 nan 0.000000
12.355335 nan 0.000000
12.289823 nan 0.000000
12.330315 nan 0.000000
12.337481 nan 0.000000
12.305902 nan 0.000000
12.394317 nan 0.000000
12.030830 nan 0.000000
12.027460 nan 0.000000
12.329421 nan 0.000000
12.389168 nan 0.000000
12.325900 nan 0.000000
12.377812 nan 0.000000
12.342891 nan 0.000000
12.341668 nan 0.000000
12.341634 nan 0.000000
12.327119 nan 0.000000
11.945510 nan 0.000000
12.330207 nan 0.000000
12.335496 nan 0.000000
12.360428 nan 0.000000
12.364993 nan 0.000000
12.317001 nan 0.000000
12.297349 nan 0.000000
12.090888 nan 0.000000
12.384555 nan 0.000000
12.318281 nan 0.000000
12.350100 nan 0.000000
12.331172 nan 0.000000
12.325084 nan 0.000000
12.247677 nan 0.000000
12.363394 nan 0.000000
12.310052 nan 0.000000
12.274916 nan 0.000000
12.296504 nan 0.000000
12.217728 nan 0.000000
12.352055 nan 0.000000
12.350255 nan 0.000000
12.301830 nan 0.000000
12.370416 nan 0.000000
12.214597 nan 0.000000
12.351831 nan 0.000000
12.318217 nan 0.000000
11.977946 nan 0.000000
12.214894 nan 0.000000
12.328146 nan 0.000000
12.371886 nan 0.000000
12.153673 nan 0.000000
12.088983 nan 0.000000
12.026052 nan 0.000000
12.342039 nan 0.000000
12.364939 nan 0.000000
12.289259 nan 0.000000
12.345394 nan 0.000000
12.395971 nan 0.000000
12.296238 nan 0.000000
12.363661 nan 0.000000
12.315195 nan 0.000000
12.380160 nan 0.000000
12.321568 nan 0.000000
12.355101 nan 0.000000
12.342687 nan 0.000000
12.343740 nan 0.000000
12.218286 nan 0.000000
12.216725 nan 0.000000
12.111232 nan 0.000000
12.206868 nan 0.000000
12.393283 nan 0.000000
12.353425 nan 0.000000
12.411746 nan 0.000000
12.129158 nan 0.000000
12.324010 nan 0.000000
12.382414 nan 0.000000
12.376220 nan 0.000000
12.309960 nan 0.000000
12.367681 nan 0.000000
12.392679 nan 0.000000
12.344443 nan 0.000000
12.248947 nan 0.000000
12.375015 nan 0.000000
12.340266 nan 0.000000
12.445737 nan 0.000000
12.359077 nan 0.000000
12.153154 nan 0.000000
12.327117 nan 0.000000
12.250966 nan 0.000000
12.292626 nan 0.000000
12.229467 nan 0.000000
12.306896 nan 0.000000
12.325133 nan 0.000000
12.262579 nan 0.000000
12.345384 nan 0.000000
12.368827 nan 0.000000
12.403083 nan 0.000000
12.379884 nan 0.000000
12.348940 nan 0.000000
12.318287 nan 0.000000
12.339902 nan 0.000000
12.348472 nan 0.000000
12.259337 nan 0.000000
12.392596 nan 0.000000
12.282533 nan 0.000000
12.287234 nan 0.000000
12.349183 nan 0.000000
12.355867 nan 0.000000
12.372951 nan 0.000000
11.936991 nan 0.000000
12.236786 nan 0.000000
12.334911 nan 0.000000
12.274801 nan 0.000000
12.326364 nan 0.000000
12.338779 nan 0.000000
12.361854 nan 0.000000
12.239357 nan 0.000000
12.215587 nan 0.000000
12.323396 nan 0.000000
12.335063 nan 0.000000
12.329605 nan 0.000000
12.351317 nan 0.000000
12.340445 nan 0.000000
12.412274 nan 0.000000
12.332224 nan 0.000000
12.360601 nan 0.000000
12.393277 nan 0.000000
11.901472 nan 0.000000
12.292755 nan 0.000000
12.389518 nan 0.000000
12.260840 nan 0.000000
12.248408 nan 0.000000
12.371720 nan 0.000000
12.342480 nan 0.000000
12.308743 nan 0.000000
12.353082 nan 0.000000
12.373515 nan 0.000000
12.150408 nan 0.000000
12.352487 nan 0.000000
12.309239 nan 0.000000
12.335790 nan 0.000000
12.119562 nan 0.000000
12.346244 nan 0.000000
12.313224 nan 0.000000
12.366074 nan 0.000000
12.369311 nan 0.000000
12.339015 nan 0.000000
12.243143 nan 0.000000
12.318991 nan 0.000000
12.310423 nan 0.000000
12.293728 nan 0.000000
12.362701 nan 0.000000
12.287123 nan 0.000000
12.363529 nan 0.000000
12.346308 nan 0.000000
12.371573 nan 0.000000
12.346054 nan 0.000000
12.308948 nan 0.000000
11.975257 nan 0.000000
12.360728 nan 0.000000
12.383733 nan 0.000000
12.174249 nan 0.000000
12.173983 nan 0.000000
12.292821 nan 0.000000
12.305719 nan 0.000000
12.317614 nan 0.000000
12.274289 nan 0.000000
12.281763 nan 0.000000
12.326757 nan 0.000000
12.257486 nan 0.000000
12.342419 nan 0.000000
12.287220 nan 0.000000
12.382271 nan 0.000000
12.339233 nan 0.000000
12.338362 nan 0.000000
11.983673 nan 0.000000
12.350340 nan 0.000000
12.348570 nan 0.000000
12.333118 nan 0.000000
12.295744 nan 0.000000
12.380984 nan 0.000000
12.350676 nan 0.000000
12.344880 nan 0.000000
12.388902 nan 0.000000
12.052159 nan 0.000000
12.354950 nan 0.000000
12.329786 nan 0.000000
12.337989 nan 0.000000
12.332983 nan 0.000000
12.320173 nan 0.000000
12.324058 nan 0.000000
12.347430 nan 0.000000
12.265379 nan 0.000000
12.324309 nan 0.000000
12.313617 nan 0.000000
11.960079 nan 0.000000
12.282830 nan 0.000000
12.356428 nan 0.000000
12.347635 nan 0.000000
12.329526 nan 0.000000
12.341502 nan 0.000000
12.378870 nan 0.000000
12.319834 nan 0.000000
12.384979 nan 0.000000
12.347043 nan 0.000000
12.334176 nan 0.000000
12.249777 nan 0.000000
12.204739 nan 0.000000
12.322878 nan 0.000000
12.359520 nan 0.000000
12.355358 nan 0.000000
12.336854 nan 0.000000
12.345453 nan 0.000000
12.349358 nan 0.000000
12.365302 nan 0.000000
12.382657 nan 0.000000
12.241492 nan 0.000000
12.374243 nan 0.000000
12.319216 nan 0.000000
12.367965 nan 0.000000
12.288862 nan 0.000000
12.393488 nan 0.000000
12.342406 nan 0.000000
12.002050 nan 0.000000
12.224124 nan 0.000000
12.347399 nan 0.000000
12.346738 nan 0.000000
12.382094 nan 0.000000
12.366482 nan 0.000000
12.374312 nan 0.000000
12.051527 nan 0.000000
12.328382 nan 0.000000
12.264783 nan 0.000000
12.289252 nan 0.000000
11.960278 nan 0.000000
12.187605 nan 0.000000
12.311633 nan 0.000000
12.297610 nan 0.000000
12.354234 nan 0.000000
12.398874 nan 0.000000
12.268656 nan 0.000000
12.344874 nan 0.000000
12.320680 nan 0.000000
12.257885 nan 0.000000
12.091170 nan 0.000000
12.356600 nan 0.000000
12.383843 nan 0.000000
12.355326 nan 0.000000
12.367420 nan 0.000000
12.249547 nan 0.000000
12.235296 nan 0.000000
12.364312 nan 0.000000
12.268317 nan 0.000000
12.348782 nan 0.000000
12.054449 nan 0.000000
12.384860 nan 0.000000
12.286319 nan 0.000000
12.313062 nan 0.000000
12.349605 nan 0.000000
12.375222 nan 0.000000
12.292661 nan 0.000000
11.999754 nan 0.000000
12.320344 nan 0.000000
12.350413 nan 0.000000
12.299060 nan 0.000000
12.257088 nan 0.000000
12.324432 nan 0.000000
12.330364 nan 0.000000
12.275928 nan 0.000000
12.292032 nan 0.000000
12.256241 nan 0.000000
12.358734 nan 0.000000
12.377963 nan 0.000000
12.362666 nan 0.000000
12.375831 nan 0.000000
12.295338 nan 0.000000
12.239022 nan 0.000000
12.091192 nan 0.000000
12.375938 nan 0.000000
12.363369 nan 0.000000
12.324114 nan 0.000000
12.295404 nan 0.000000
12.309069 nan 0.000000
12.272570 nan 0.000000
12.281480 nan 0.000000
12.404546 nan 0.000000
12.258472 nan 0.000000
12.356400 nan 0.000000
12.336963 nan 0.000000
12.233463 nan 0.000000
12.384691 nan 0.000000
12.373934 nan 0.000000
12.314350 nan 0.000000
12.328888 nan 0.000000
12.219687 nan 0.000000
12.299157 nan 0.000000
12.095530 nan 0.000000
12.189941 nan 0.000000
12.335472 nan 0.000000
12.351692 nan 0.000000
12.399214 nan 0.000000
12.310411 nan 0.000000
12.335312 nan 0.000000
12.177322 nan 0.000000
12.367387 nan 0.000000
12.308547 nan 0.000000
12.358376 nan 0.000000
12.266139 nan 0.000000
12.359601 nan 0.000000
12.332481 nan 0.000000
12.279531 nan 0.000000
12.304824 nan 0.000000
12.375063 nan 0.000000
12.333136 nan 0.000000
15.248695 3.088939 4476.000000
15.125447 2.999880 2808.000000
14.930481 2.954355 1908.000000
15.123046 2.909670 1540.000000
15.146203 2.897903 1390.000000
15.041185 2.868334 1196.000000
15.099095 2.876594 1046.000000
15.069829 2.871096 1023.000000
15.148848 2.845861 895.000000
14.982424 2.832860 852.000000
15.017257 2.839031 779.000000
14.849292 2.810570 734.000000
14.976808 2.817061 761.000000
14.750902 2.789575 657.000000
14.436680 2.793447 680.000000
14.970092 2.819680 619.000000
14.919025 2.777804 572.000000
14.938624 2.790336 576.000000
14.955651 2.760275 552.000000
14.836424 2.758319 554.000000
14.869462 2.769535 480.000000
14.287443 2.746792 508.000000
14.884085 2.759231 434.000000
14.769552 2.741101 471.000000
14.827962 2.727559 449.000000
14.656298 2.745201 420.000000
14.902046 2.768535 425.000000
14.876736 2.740173 401.000000
14.881223 2.751155 418.000000
14.853253 2.730804 430.000000
14.911910 2.747107 391.000000
14.861082 2.737055 374.000000
14.866533 2.706126 400.000000
14.858021 2.733906 336.000000
14.924219 2.748042 368.000000
14.854740 2.697000 350.000000
14.011300 2.710584 324.000000
14.733119 2.710703 287.000000
14.506435 2.752271 304.000000
14.890546 2.741256 318.000000
14.764145 2.685119 306.000000
14.795165 2.736580 277.000000
14.766788 2.689559 301.000000
14.818101 2.717612 272.000000
13.949513 2.728354 278.000000
14.787570 2.695227 273.000000
14.674221 2.706471 292.000000
14.139575 2.720017 253.000000
14.705370 2.686763 258.000000
14.751238 2.684386 235.000000
14.533609 2.680475 270.000000
14.877963 2.685125 252.000000
14.744351 2.664307 265.000000
14.743540 2.686586 234.000000
14.480046 2.679420 226.000000
14.446335 2.678413 244.000000
14.723372 2.698314 246.000000
14.635593 2.654332 236.000000
14.831335 2.682959 222.000000
14.846579 2.716370 235.000000
14.410729 2.760058 221.000000
14.666318 2.649022 205.000000
14.597220 2.647997 221.000000
14.838642 2.669759 224.000000
14.502831 2.703207 196.000000
