No. Number M200 sigma200 R200 Sigma M_sigma Sigma_LoS
4548.0 1.0 6.412 46.0193 0.0651 0.0 0.0 0.0
4549.0 1.0 4.2385 40.0873 0.0567 0.0 0.0 0.0
4550.0 1.0 4.1298 39.7423 0.0562 0.0 0.0 0.0
4551.0 1.0 6.3034 45.7585 0.0647 0.0 0.0 0.0
4552.0 1.0 4.2385 40.0873 0.0567 0.0 0.0 0.0
4553.0 1.0 5.1079 42.6606 0.0603 0.0 0.0 0.0
4554.0 1.0 4.6732 41.4145 0.0586 0.0 0.0 0.0
4555.0 1.0 1.7389 29.7869 0.0421 0.0 0.0 0.0
4556.0 1.0 3.6951 38.296 0.0542 0.0 0.0 0.0
4557.0 1.0 4.6732 41.4145 0.0586 0.0 0.0 0.0
4558.0 1.0 4.6732 41.4145 0.0586 0.0 0.0 0.0
4559.0 1.0 4.2385 40.0873 0.0567 0.0 0.0 0.0
4560.0 1.0 5.4339 43.55 0.0616 0.0 0.0 0.0
4561.0 1.0 4.6732 41.4145 0.0586 0.0 0.0 0.0
4562.0 1.0 5.76 44.4027 0.0628 0.0 0.0 0.0
4563.0 1.0 4.5645 41.0906 0.0581 0.0 0.0 0.0
4564.0 1.0 4.8905 42.0465 0.0595 0.0 0.0 0.0
4565.0 1.0 5.4339 43.55 0.0616 0.0 0.0 0.0
4566.0 1.0 1.7389 29.7869 0.0421 0.0 0.0 0.0
4567.0 1.0 5.2166 42.9605 0.0608 0.0 0.0 0.0
4568.0 1.0 3.6951 38.296 0.0542 0.0 0.0 0.0
4569.0 1.0 2.4996 33.6172 0.0476 0.0 0.0 0.0
4570.0 1.0 4.7819 41.733 0.059 0.0 0.0 0.0
4571.0 1.0 1.9562 30.9796 0.0438 0.0 0.0 0.0
4572.0 1.0 4.4558 40.7622 0.0577 0.0 0.0 0.0
4573.0 1.0 5.6513 44.1232 0.0624 0.0 0.0 0.0
4574.0 1.0 3.043 35.8954 0.0508 0.0 0.0 0.0
4575.0 1.0 5.4339 43.55 0.0616 0.0 0.0 0.0
4576.0 1.0 4.8905 42.0465 0.0595 0.0 0.0 0.0
4577.0 1.0 6.3034 45.7585 0.0647 0.0 0.0 0.0
4578.0 1.0 5.6513 44.1232 0.0624 0.0 0.0 0.0
4579.0 1.0 3.2604 36.7314 0.052 0.0 0.0 0.0
4580.0 1.0 5.8687 44.6812 0.0632 0.0 0.0 0.0
4581.0 1.0 4.2385 40.0873 0.0567 0.0 0.0 0.0
4582.0 1.0 4.5645 41.0906 0.0581 0.0 0.0 0.0
4583.0 1.0 3.1517 36.3179 0.0514 0.0 0.0 0.0
4584.0 1.0 5.3253 43.258 0.0612 0.0 0.0 0.0
4585.0 1.0 4.5645 41.0906 0.0581 0.0 0.0 0.0
4586.0 1.0 5.8687 44.6812 0.0632 0.0 0.0 0.0
4587.0 1.0 5.3253 43.258 0.0612 0.0 0.0 0.0
4588.0 1.0 5.9773 44.9545 0.0636 0.0 0.0 0.0
4589.0 1.0 4.9992 42.3553 0.0599 0.0 0.0 0.0
4590.0 1.0 4.3472 40.4279 0.0572 0.0 0.0 0.0
4591.0 1.0 5.8687 44.6812 0.0632 0.0 0.0 0.0
4592.0 1.0 5.8687 44.6812 0.0632 0.0 0.0 0.0
4593.0 1.0 5.3253 43.258 0.0612 0.0 0.0 0.0
4594.0 1.0 4.8905 42.0465 0.0595 0.0 0.0 0.0
4595.0 1.0 4.4558 40.7622 0.0577 0.0 0.0 0.0
4596.0 1.0 4.2385 40.0873 0.0567 0.0 0.0 0.0
4597.0 1.0 6.3034 45.7581 0.0647 0.0 0.0 0.0
4598.0 1.0 4.1298 39.7419 0.0562 0.0 0.0 0.0
4599.0 1.0 3.9124 39.0327 0.0552 0.0 0.0 0.0
4600.0 1.0 4.9992 42.3555 0.0599 0.0 0.0 0.0
4601.0 1.0 4.7819 41.7326 0.059 0.0 0.0 0.0
4602.0 1.0 4.4558 40.7614 0.0577 0.0 0.0 0.0
4603.0 1.0 4.3472 40.4273 0.0572 0.0 0.0 0.0
4604.0 1.0 4.0211 39.3911 0.0557 0.0 0.0 0.0
4605.0 1.0 3.9124 39.0327 0.0552 0.0 0.0 0.0
4606.0 1.0 5.4339 43.5501 0.0616 0.0 0.0 0.0
4607.0 1.0 3.6951 38.2961 0.0542 0.0 0.0 0.0
4608.0 1.0 2.0649 31.543 0.0446 0.0 0.0 0.0
4609.0 0.0 0.0 nan 0.0 nan nan nan
4610.0 1.0 5.2166 42.9607 0.0608 0.0 0.0 0.0
4611.0 1.0 3.369 37.1347 0.0525 0.0 0.0 0.0
4612.0 1.0 3.9124 39.0327 0.0552 0.0 0.0 0.0
4613.0 0.0 0.0 nan 0.0 nan nan nan
4614.0 1.0 3.9124 39.0327 0.0552 0.0 0.0 0.0
4615.0 1.0 1.5215 28.4907 0.0403 0.0 0.0 0.0
4616.0 1.0 5.6513 44.1228 0.0624 0.0 0.0 0.0
4617.0 1.0 2.2823 32.6137 0.0461 0.0 0.0 0.0
4618.0 1.0 3.4777 37.5292 0.0531 0.0 0.0 0.0
4619.0 1.0 4.8905 42.0459 0.0595 0.0 0.0 0.0
4620.0 0.0 0.0 nan 0.0 nan nan nan
4621.0 1.0 3.9124 39.0327 0.0552 0.0 0.0 0.0
4622.0 1.0 5.4339 43.5501 0.0616 0.0 0.0 0.0
4623.0 1.0 6.412 46.0197 0.0651 0.0 0.0 0.0
4624.0 1.0 5.4339 43.5501 0.0616 0.0 0.0 0.0
4625.0 1.0 5.1079 42.6605 0.0603 0.0 0.0 0.0
4626.0 1.0 5.2166 42.9607 0.0608 0.0 0.0 0.0
4627.0 1.0 5.4339 43.5501 0.0616 0.0 0.0 0.0
4628.0 1.0 5.1079 42.6605 0.0603 0.0 0.0 0.0
4629.0 1.0 5.6513 44.1228 0.0624 0.0 0.0 0.0
4630.0 1.0 5.1079 42.6605 0.0603 0.0 0.0 0.0
4631.0 1.0 4.7819 41.7326 0.059 0.0 0.0 0.0
4632.0 1.0 5.3253 43.2574 0.0612 0.0 0.0 0.0
4633.0 1.0 4.2385 40.0879 0.0567 0.0 0.0 0.0
4634.0 1.0 5.6513 44.1228 0.0624 0.0 0.0 0.0
4635.0 1.0 4.4558 40.7614 0.0577 0.0 0.0 0.0
4636.0 1.0 2.8256 35.0198 0.0495 0.0 0.0 0.0
4637.0 1.0 4.7819 41.7326 0.059 0.0 0.0 0.0
4638.0 1.0 4.6732 41.4143 0.0586 0.0 0.0 0.0
4639.0 1.0 5.1079 42.6605 0.0603 0.0 0.0 0.0
4640.0 1.0 4.6732 41.4143 0.0586 0.0 0.0 0.0
4641.0 1.0 4.3472 40.4273 0.0572 0.0 0.0 0.0
4642.0 1.0 4.5645 41.0907 0.0581 0.0 0.0 0.0
4643.0 1.0 4.2385 40.0879 0.0567 0.0 0.0 0.0
4644.0 1.0 3.4777 37.5292 0.0531 0.0 0.0 0.0
4645.0 1.0 5.5426 43.8371 0.062 0.0 0.0 0.0
4646.0 1.0 3.1517 36.3181 0.0514 0.0 0.0 0.0
4647.0 1.0 3.043 35.8956 0.0508 0.0 0.0 0.0
4648.0 1.0 3.4777 37.5292 0.0531 0.0 0.0 0.0
4649.0 1.0 2.9343 35.4631 0.0502 0.0 0.0 0.0
4650.0 1.0 5.5426 43.8371 0.062 0.0 0.0 0.0
4651.0 1.0 5.6513 44.1228 0.0624 0.0 0.0 0.0
4652.0 1.0 3.5864 37.9169 0.0536 0.0 0.0 0.0
4653.0 1.0 5.6513 44.1228 0.0624 0.0 0.0 0.0
4654.0 1.0 2.717 34.5656 0.0489 0.0 0.0 0.0
4655.0 1.0 5.4339 43.5501 0.0616 0.0 0.0 0.0
4656.0 1.0 4.1298 39.7419 0.0562 0.0 0.0 0.0
4657.0 1.0 3.6951 38.2961 0.0542 0.0 0.0 0.0
4658.0 1.0 5.3253 43.2574 0.0612 0.0 0.0 0.0
4659.0 1.0 5.1079 42.6605 0.0603 0.0 0.0 0.0
4660.0 1.0 6.3034 45.7581 0.0647 0.0 0.0 0.0
4661.0 1.0 5.9773 44.9542 0.0636 0.0 0.0 0.0
4662.0 1.0 4.8905 42.0459 0.0595 0.0 0.0 0.0
4663.0 1.0 5.1079 42.6602 0.0603 0.0 0.0 0.0
4664.0 1.0 5.5426 43.8385 0.062 0.0 0.0 0.0
4665.0 1.0 3.043 35.8957 0.0508 0.0 0.0 0.0
4666.0 1.0 6.086 45.2263 0.064 0.0 0.0 0.0
4667.0 1.0 2.2823 32.6135 0.0461 0.0 0.0 0.0
4668.0 1.0 5.3253 43.2571 0.0612 0.0 0.0 0.0
4669.0 1.0 5.6513 44.1227 0.0624 0.0 0.0 0.0
4670.0 1.0 5.3253 43.2571 0.0612 0.0 0.0 0.0
4671.0 1.0 4.4558 40.7619 0.0577 0.0 0.0 0.0
4672.0 1.0 2.8256 35.0196 0.0495 0.0 0.0 0.0
4673.0 1.0 1.8475 30.395 0.043 0.0 0.0 0.0
4674.0 1.0 2.2823 32.6135 0.0461 0.0 0.0 0.0
4675.0 1.0 2.9343 35.4631 0.0502 0.0 0.0 0.0
4676.0 1.0 4.9992 42.356 0.0599 0.0 0.0 0.0
4677.0 1.0 4.9992 42.356 0.0599 0.0 0.0 0.0
4678.0 1.0 2.8256 35.0196 0.0495 0.0 0.0 0.0
4679.0 1.0 4.2385 40.0876 0.0567 0.0 0.0 0.0
4680.0 1.0 2.9343 35.4631 0.0502 0.0 0.0 0.0
4681.0 1.0 4.1298 39.7418 0.0562 0.0 0.0 0.0
4682.0 1.0 5.6513 44.1227 0.0624 0.0 0.0 0.0
4683.0 1.0 4.0211 39.391 0.0557 0.0 0.0 0.0
4684.0 1.0 3.043 35.8957 0.0508 0.0 0.0 0.0
4685.0 1.0 2.4996 33.618 0.0476 0.0 0.0 0.0
4686.0 1.0 5.76 44.4037 0.0628 0.0 0.0 0.0
4687.0 1.0 4.7819 41.7325 0.059 0.0 0.0 0.0
4688.0 1.0 2.2823 32.6135 0.0461 0.0 0.0 0.0
4689.0 1.0 5.1079 42.6602 0.0603 0.0 0.0 0.0
4690.0 0.0 0.0 nan 0.0 nan nan nan
4691.0 1.0 3.5864 37.9161 0.0536 0.0 0.0 0.0
4692.0 1.0 4.5645 41.091 0.0581 0.0 0.0 0.0
4693.0 1.0 6.1947 45.4935 0.0644 0.0 0.0 0.0
4694.0 1.0 5.76 44.4037 0.0628 0.0 0.0 0.0
4695.0 1.0 5.3253 43.2571 0.0612 0.0 0.0 0.0
4696.0 1.0 4.6732 41.4144 0.0586 0.0 0.0 0.0
4697.0 1.0 4.2385 40.0876 0.0567 0.0 0.0 0.0
4698.0 1.0 5.5426 43.8385 0.062 0.0 0.0 0.0
4699.0 1.0 3.9124 39.0328 0.0552 0.0 0.0 0.0
4700.0 1.0 4.7819 41.7325 0.059 0.0 0.0 0.0
4701.0 1.0 5.4339 43.5486 0.0616 0.0 0.0 0.0
4702.0 1.0 4.7819 41.7325 0.059 0.0 0.0 0.0
4703.0 1.0 4.3472 40.4279 0.0572 0.0 0.0 0.0
4704.0 1.0 4.8905 42.0467 0.0595 0.0 0.0 0.0
4705.0 1.0 3.1517 36.3183 0.0514 0.0 0.0 0.0
4706.0 1.0 4.9992 42.356 0.0599 0.0 0.0 0.0
4707.0 1.0 4.0211 39.391 0.0557 0.0 0.0 0.0
4708.0 1.0 6.1947 45.4935 0.0644 0.0 0.0 0.0
4709.0 1.0 3.9124 39.0328 0.0552 0.0 0.0 0.0
4710.0 1.0 5.3253 43.2571 0.0612 0.0 0.0 0.0
4711.0 1.0 5.1079 42.6602 0.0603 0.0 0.0 0.0
4712.0 1.0 4.1298 39.7418 0.0562 0.0 0.0 0.0
4713.0 1.0 5.5426 43.8385 0.062 0.0 0.0 0.0
4714.0 1.0 3.369 37.135 0.0525 0.0 0.0 0.0
4715.0 1.0 3.4777 37.5295 0.0531 0.0 0.0 0.0
4716.0 1.0 4.6732 41.4144 0.0586 0.0 0.0 0.0
4717.0 1.0 5.2166 42.9618 0.0608 0.0 0.0 0.0
4718.0 1.0 4.7819 41.7325 0.059 0.0 0.0 0.0
4719.0 1.0 5.3253 43.2571 0.0612 0.0 0.0 0.0
4720.0 1.0 3.1517 36.3183 0.0514 0.0 0.0 0.0
4721.0 1.0 5.76 44.4037 0.0628 0.0 0.0 0.0
4722.0 1.0 5.3253 43.2571 0.0612 0.0 0.0 0.0
4723.0 1.0 4.8905 42.0467 0.0595 0.0 0.0 0.0
4724.0 1.0 5.5426 43.8385 0.062 0.0 0.0 0.0
4725.0 1.0 3.1517 36.3183 0.0514 0.0 0.0 0.0
4726.0 1.0 4.6732 41.4144 0.0586 0.0 0.0 0.0
4727.0 1.0 3.369 37.135 0.0525 0.0 0.0 0.0
4728.0 1.0 4.4558 40.7616 0.0577 0.0 0.0 0.0
4729.0 1.0 4.8905 42.0467 0.0595 0.0 0.0 0.0
4730.0 1.0 5.6513 44.1232 0.0624 0.0 0.0 0.0
4731.0 1.0 1.9562 30.9806 0.0438 0.0 0.0 0.0
4732.0 1.0 2.9343 35.4631 0.0502 0.0 0.0 0.0
4733.0 1.0 4.8905 42.0467 0.0595 0.0 0.0 0.0
4734.0 1.0 5.8687 44.6814 0.0632 0.0 0.0 0.0
4735.0 1.0 5.3253 43.2573 0.0612 0.0 0.0 0.0
4736.0 1.0 4.5645 41.0905 0.0581 0.0 0.0 0.0
4737.0 1.0 4.2385 40.0876 0.0567 0.0 0.0 0.0
4738.0 0.0 0.0 nan 0.0 nan nan nan
4739.0 0.0 0.0 nan 0.0 nan nan nan
4740.0 1.0 3.369 37.1343 0.0525 0.0 0.0 0.0
4741.0 0.0 0.0 nan 0.0 nan nan nan
4742.0 1.0 2.717 34.5649 0.0489 0.0 0.0 0.0
4743.0 1.0 5.1079 42.6609 0.0603 0.0 0.0 0.0
4744.0 1.0 4.3472 40.4278 0.0572 0.0 0.0 0.0
4745.0 1.0 5.3253 43.2573 0.0612 0.0 0.0 0.0
4746.0 1.0 1.9562 30.9806 0.0438 0.0 0.0 0.0
4747.0 1.0 5.5426 43.8381 0.062 0.0 0.0 0.0
4748.0 1.0 4.6732 41.4138 0.0586 0.0 0.0 0.0
4749.0 0.0 0.0 nan 0.0 nan nan nan
4750.0 0.0 0.0 nan 0.0 nan nan nan
4751.0 1.0 5.3253 43.2573 0.0612 0.0 0.0 0.0
4752.0 1.0 4.4558 40.7616 0.0577 0.0 0.0 0.0
4753.0 1.0 5.5426 43.8381 0.062 0.0 0.0 0.0
4754.0 1.0 5.1079 42.6609 0.0603 0.0 0.0 0.0
4755.0 1.0 5.6513 44.1232 0.0624 0.0 0.0 0.0
4756.0 1.0 5.3253 43.2573 0.0612 0.0 0.0 0.0
4757.0 1.0 3.043 35.8958 0.0508 0.0 0.0 0.0
4758.0 1.0 4.4558 40.7616 0.0577 0.0 0.0 0.0
4759.0 1.0 5.4339 43.5496 0.0616 0.0 0.0 0.0
4760.0 1.0 3.2604 36.7311 0.052 0.0 0.0 0.0
4761.0 1.0 4.9992 42.3558 0.0599 0.0 0.0 0.0
4762.0 1.0 3.9124 39.032 0.0552 0.0 0.0 0.0
4763.0 1.0 4.9992 42.3558 0.0599 0.0 0.0 0.0
4764.0 1.0 5.3253 43.2573 0.0612 0.0 0.0 0.0
4765.0 1.0 4.6732 41.4138 0.0586 0.0 0.0 0.0
4766.0 1.0 4.3472 40.4278 0.0572 0.0 0.0 0.0
4767.0 1.0 4.0211 39.3901 0.0557 0.0 0.0 0.0
4768.0 1.0 2.6083 34.0982 0.0482 0.0 0.0 0.0
4769.0 1.0 3.1517 36.3185 0.0514 0.0 0.0 0.0
4770.0 1.0 4.9992 42.3558 0.0599 0.0 0.0 0.0
4771.0 1.0 5.2166 42.9612 0.0608 0.0 0.0 0.0
4772.0 1.0 5.6513 44.1232 0.0624 0.0 0.0 0.0
4773.0 1.0 2.4996 33.6172 0.0476 0.0 0.0 0.0
4774.0 1.0 5.1079 42.6609 0.0603 0.0 0.0 0.0
4775.0 1.0 4.7819 41.7328 0.059 0.0 0.0 0.0
4776.0 1.0 4.4558 40.7616 0.0577 0.0 0.0 0.0
4777.0 1.0 4.9992 42.3558 0.0599 0.0 0.0 0.0
4778.0 1.0 3.5864 37.9164 0.0536 0.0 0.0 0.0
4779.0 1.0 6.1947 45.4935 0.0644 0.0 0.0 0.0
4780.0 1.0 4.7819 41.7328 0.059 0.0 0.0 0.0
4781.0 1.0 5.4339 43.5496 0.0616 0.0 0.0 0.0
4782.0 1.0 4.1298 39.7419 0.0562 0.0 0.0 0.0
4783.0 1.0 4.3472 40.4278 0.0572 0.0 0.0 0.0
4784.0 1.0 5.5426 43.8381 0.062 0.0 0.0 0.0
4785.0 1.0 5.2166 42.9612 0.0608 0.0 0.0 0.0
4786.0 1.0 4.3472 40.4278 0.0572 0.0 0.0 0.0
4787.0 1.0 5.8687 44.6814 0.0632 0.0 0.0 0.0
4788.0 1.0 5.6513 44.1232 0.0624 0.0 0.0 0.0
4789.0 1.0 5.4339 43.5496 0.0616 0.0 0.0 0.0
4790.0 1.0 5.9773 44.9549 0.0636 0.0 0.0 0.0
4791.0 1.0 3.9124 39.0325 0.0552 0.0 0.0 0.0
4792.0 1.0 3.369 37.1348 0.0525 0.0 0.0 0.0
4793.0 1.0 4.1298 39.7423 0.0562 0.0 0.0 0.0
4794.0 1.0 5.9773 44.9541 0.0636 0.0 0.0 0.0
4795.0 1.0 5.76 44.4026 0.0628 0.0 0.0 0.0
4796.0 0.0 0.0 nan 0.0 nan nan nan
4797.0 1.0 4.8905 42.0462 0.0595 0.0 0.0 0.0
4798.0 1.0 5.2166 42.9611 0.0608 0.0 0.0 0.0
4799.0 1.0 1.5215 28.4904 0.0403 0.0 0.0 0.0
4800.0 1.0 5.2166 42.9611 0.0608 0.0 0.0 0.0
4801.0 1.0 4.6732 41.4136 0.0586 0.0 0.0 0.0
4802.0 1.0 2.1736 32.0877 0.0454 0.0 0.0 0.0
4803.0 1.0 5.5426 43.8384 0.062 0.0 0.0 0.0
4804.0 1.0 4.9992 42.3546 0.0599 0.0 0.0 0.0
4805.0 1.0 4.7819 41.7324 0.059 0.0 0.0 0.0
4806.0 1.0 4.9992 42.3546 0.0599 0.0 0.0 0.0
4807.0 1.0 4.4558 40.7617 0.0577 0.0 0.0 0.0
4808.0 1.0 5.3253 43.2581 0.0612 0.0 0.0 0.0
4809.0 1.0 5.3253 43.2581 0.0612 0.0 0.0 0.0
4810.0 1.0 5.9773 44.9541 0.0636 0.0 0.0 0.0
4811.0 1.0 3.1517 36.3178 0.0514 0.0 0.0 0.0
4812.0 1.0 4.6732 41.4136 0.0586 0.0 0.0 0.0
4813.0 1.0 3.2604 36.7304 0.052 0.0 0.0 0.0
4814.0 1.0 4.5645 41.0905 0.0581 0.0 0.0 0.0
4815.0 1.0 3.5864 37.917 0.0536 0.0 0.0 0.0
4816.0 1.0 1.5215 28.4904 0.0403 0.0 0.0 0.0
4817.0 1.0 4.5645 41.0905 0.0581 0.0 0.0 0.0
4818.0 1.0 2.9343 35.4631 0.0502 0.0 0.0 0.0
4819.0 1.0 2.717 34.5656 0.0489 0.0 0.0 0.0
4820.0 1.0 3.1517 36.3178 0.0514 0.0 0.0 0.0
4821.0 0.0 0.0 nan 0.0 nan nan nan
4822.0 1.0 4.7819 41.7324 0.059 0.0 0.0 0.0
4823.0 1.0 4.9992 42.3546 0.0599 0.0 0.0 0.0
4824.0 1.0 3.9124 39.0325 0.0552 0.0 0.0 0.0
4825.0 1.0 5.4339 43.549 0.0616 0.0 0.0 0.0
4826.0 1.0 5.1079 42.66 0.0603 0.0 0.0 0.0
4827.0 1.0 4.6732 41.4136 0.0586 0.0 0.0 0.0
4828.0 1.0 5.5426 43.8384 0.062 0.0 0.0 0.0
4829.0 1.0 5.76 44.4026 0.0628 0.0 0.0 0.0
4830.0 1.0 3.6951 38.2962 0.0542 0.0 0.0 0.0
4831.0 1.0 4.5645 41.0905 0.0581 0.0 0.0 0.0
4832.0 1.0 4.2385 40.088 0.0567 0.0 0.0 0.0
4833.0 1.0 5.2166 42.9611 0.0608 0.0 0.0 0.0
4834.0 1.0 4.3472 40.428 0.0572 0.0 0.0 0.0
4835.0 1.0 1.9562 30.9797 0.0438 0.0 0.0 0.0
4836.0 1.0 4.9992 42.3546 0.0599 0.0 0.0 0.0
4837.0 1.0 4.5645 41.0905 0.0581 0.0 0.0 0.0
4838.0 1.0 5.1079 42.66 0.0603 0.0 0.0 0.0
4839.0 1.0 4.8905 42.0462 0.0595 0.0 0.0 0.0
4840.0 1.0 2.3909 33.1232 0.0469 0.0 0.0 0.0
4841.0 1.0 4.4558 40.7617 0.0577 0.0 0.0 0.0
4842.0 1.0 3.5864 37.917 0.0536 0.0 0.0 0.0
4843.0 1.0 3.6951 38.2962 0.0542 0.0 0.0 0.0
4844.0 1.0 5.1079 42.66 0.0603 0.0 0.0 0.0
4845.0 1.0 4.9992 42.3546 0.0599 0.0 0.0 0.0
4846.0 1.0 4.5645 41.0905 0.0581 0.0 0.0 0.0
4847.0 1.0 4.1298 39.7423 0.0562 0.0 0.0 0.0
4848.0 1.0 4.6732 41.4136 0.0586 0.0 0.0 0.0
4849.0 1.0 4.9992 42.3546 0.0599 0.0 0.0 0.0
4850.0 1.0 2.4996 33.6173 0.0476 0.0 0.0 0.0
4851.0 1.0 4.8905 42.0462 0.0595 0.0 0.0 0.0
4852.0 1.0 2.2823 32.6136 0.0461 0.0 0.0 0.0
4853.0 1.0 4.0211 39.3906 0.0557 0.0 0.0 0.0
4854.0 1.0 5.2166 42.9611 0.0608 0.0 0.0 0.0
4855.0 1.0 2.8256 35.0204 0.0495 0.0 0.0 0.0
4856.0 1.0 4.2385 40.088 0.0567 0.0 0.0 0.0
4857.0 1.0 5.3253 43.2581 0.0612 0.0 0.0 0.0
4858.0 1.0 4.0211 39.3906 0.0557 0.0 0.0 0.0
4859.0 1.0 2.1736 32.0877 0.0454 0.0 0.0 0.0
4860.0 1.0 3.9124 39.0325 0.0552 0.0 0.0 0.0
4861.0 1.0 1.1955 26.2901 0.0372 0.0 0.0 0.0
4862.0 1.0 3.5864 37.917 0.0536 0.0 0.0 0.0
4863.0 1.0 2.4996 33.6173 0.0476 0.0 0.0 0.0
4864.0 1.0 4.8905 42.0462 0.0595 0.0 0.0 0.0
4865.0 1.0 5.8687 44.6819 0.0632 0.0 0.0 0.0
4866.0 1.0 4.3472 40.428 0.0572 0.0 0.0 0.0
4867.0 1.0 5.6513 44.1222 0.0624 0.0 0.0 0.0
4868.0 1.0 4.2385 40.088 0.0567 0.0 0.0 0.0
4869.0 1.0 4.9992 42.3546 0.0599 0.0 0.0 0.0
4870.0 1.0 4.5645 41.0905 0.0581 0.0 0.0 0.0
4871.0 1.0 3.4777 37.5292 0.0531 0.0 0.0 0.0
4872.0 1.0 4.1298 39.7421 0.0562 0.0 0.0 0.0
4873.0 0.0 0.0 nan 0.0 nan nan nan
4874.0 0.0 0.0 nan 0.0 nan nan nan
4875.0 1.0 4.6732 41.414 0.0586 0.0 0.0 0.0
4876.0 1.0 4.9992 42.3555 0.0599 0.0 0.0 0.0
4877.0 1.0 3.6951 38.2961 0.0542 0.0 0.0 0.0
4878.0 1.0 4.5645 41.091 0.0581 0.0 0.0 0.0
4879.0 1.0 4.7819 41.7327 0.059 0.0 0.0 0.0
4880.0 1.0 3.2604 36.7311 0.052 0.0 0.0 0.0
4881.0 1.0 3.8038 38.6674 0.0547 0.0 0.0 0.0
4882.0 1.0 5.5426 43.8373 0.062 0.0 0.0 0.0
4883.0 1.0 2.0649 31.5431 0.0446 0.0 0.0 0.0
4884.0 1.0 4.6732 41.414 0.0586 0.0 0.0 0.0
4885.0 1.0 4.9992 42.3555 0.0599 0.0 0.0 0.0
4886.0 0.0 0.0 nan 0.0 nan nan nan
4887.0 0.0 0.0 nan 0.0 nan nan nan
4888.0 1.0 4.4558 40.7613 0.0577 0.0 0.0 0.0
4889.0 1.0 3.2604 36.7311 0.052 0.0 0.0 0.0
4890.0 1.0 4.2385 40.0877 0.0567 0.0 0.0 0.0
4891.0 1.0 4.8905 42.0468 0.0595 0.0 0.0 0.0
4892.0 1.0 3.4777 37.5292 0.0531 0.0 0.0 0.0
4893.0 1.0 5.76 44.4031 0.0628 0.0 0.0 0.0
4894.0 1.0 4.2385 40.0877 0.0567 0.0 0.0 0.0
4895.0 1.0 4.0211 39.3905 0.0557 0.0 0.0 0.0
4896.0 0.0 0.0 nan 0.0 nan nan nan
4897.0 1.0 3.369 37.1345 0.0525 0.0 0.0 0.0
4898.0 1.0 4.8905 42.0468 0.0595 0.0 0.0 0.0
4899.0 1.0 2.2823 32.613 0.0461 0.0 0.0 0.0
4900.0 1.0 1.6302 29.1529 0.0412 0.0 0.0 0.0
4901.0 1.0 3.6951 38.2961 0.0542 0.0 0.0 0.0
4902.0 0.0 0.0 nan 0.0 nan nan nan
4903.0 1.0 4.7819 41.7327 0.059 0.0 0.0 0.0
4904.0 1.0 4.7819 41.7327 0.059 0.0 0.0 0.0
4905.0 1.0 4.6732 41.414 0.0586 0.0 0.0 0.0
4906.0 1.0 4.2385 40.0877 0.0567 0.0 0.0 0.0
4907.0 1.0 4.5645 41.091 0.0581 0.0 0.0 0.0
4908.0 1.0 4.1298 39.7421 0.0562 0.0 0.0 0.0
4909.0 1.0 2.3909 33.123 0.0469 0.0 0.0 0.0
4910.0 1.0 4.1298 39.7421 0.0562 0.0 0.0 0.0
4911.0 1.0 4.6732 41.414 0.0586 0.0 0.0 0.0
4912.0 1.0 1.6302 29.1529 0.0412 0.0 0.0 0.0
4913.0 1.0 3.1517 36.3183 0.0514 0.0 0.0 0.0
4914.0 1.0 0.9781 24.5894 0.0348 0.0 0.0 0.0
4915.0 1.0 4.5645 41.091 0.0581 0.0 0.0 0.0
4916.0 1.0 3.9124 39.0324 0.0552 0.0 0.0 0.0
4917.0 1.0 5.8687 44.6811 0.0632 0.0 0.0 0.0
4918.0 1.0 2.4996 33.6175 0.0476 0.0 0.0 0.0
4919.0 1.0 4.0211 39.3905 0.0557 0.0 0.0 0.0
4920.0 1.0 4.7819 41.7327 0.059 0.0 0.0 0.0
4921.0 1.0 3.5864 37.9169 0.0536 0.0 0.0 0.0
4922.0 1.0 3.2604 36.7311 0.052 0.0 0.0 0.0
4923.0 1.0 1.8475 30.3949 0.043 0.0 0.0 0.0
4924.0 1.0 5.6513 44.1218 0.0624 0.0 0.0 0.0
4925.0 1.0 5.5426 43.8373 0.062 0.0 0.0 0.0
4926.0 1.0 4.2385 40.0877 0.0567 0.0 0.0 0.0
4927.0 1.0 5.4339 43.5492 0.0616 0.0 0.0 0.0
4928.0 1.0 2.8256 35.0204 0.0495 0.0 0.0 0.0
4929.0 1.0 5.1079 42.6597 0.0603 0.0 0.0 0.0
4930.0 1.0 3.043 35.8953 0.0508 0.0 0.0 0.0
4931.0 1.0 4.5645 41.091 0.0581 0.0 0.0 0.0
4932.0 1.0 3.9124 39.0324 0.0552 0.0 0.0 0.0
4933.0 1.0 4.8905 42.0468 0.0595 0.0 0.0 0.0
4934.0 1.0 4.3472 40.4276 0.0572 0.0 0.0 0.0
4935.0 1.0 4.8905 42.0468 0.0595 0.0 0.0 0.0
4936.0 1.0 4.3472 40.4276 0.0572 0.0 0.0 0.0
4937.0 1.0 1.9562 30.9797 0.0438 0.0 0.0 0.0
4938.0 1.0 3.6951 38.2961 0.0542 0.0 0.0 0.0
4939.0 1.0 5.5426 43.8373 0.062 0.0 0.0 0.0
4940.0 1.0 3.2604 36.7311 0.052 0.0 0.0 0.0
4941.0 1.0 5.76 44.4031 0.0628 0.0 0.0 0.0
4942.0 1.0 5.3253 43.2574 0.0612 0.0 0.0 0.0
