No. Number M200 sigma200 R200 Sigma M_sigma Sigma_LoS
4943.0 1.0 3.043 35.8953 0.0508 0.0 0.0 0.0
4944.0 1.0 4.8905 42.0468 0.0595 0.0 0.0 0.0
4945.0 1.0 4.3472 40.4276 0.0572 0.0 0.0 0.0
4946.0 1.0 4.9992 42.3555 0.0599 0.0 0.0 0.0
4947.0 1.0 5.6513 44.1218 0.0624 0.0 0.0 0.0
4948.0 1.0 4.3472 40.4279 0.0572 0.0 0.0 0.0
4949.0 1.0 4.5645 41.09 0.0581 0.0 0.0 0.0
4950.0 1.0 3.8038 38.6677 0.0547 0.0 0.0 0.0
4951.0 1.0 3.5864 37.9171 0.0536 0.0 0.0 0.0
4952.0 1.0 4.1298 39.7424 0.0562 0.0 0.0 0.0
4953.0 1.0 4.3472 40.4279 0.0572 0.0 0.0 0.0
4954.0 0.0 0.0 nan 0.0 nan nan nan
4955.0 1.0 1.9562 30.9797 0.0438 0.0 0.0 0.0
4956.0 1.0 3.4777 37.5293 0.0531 0.0 0.0 0.0
4957.0 1.0 4.3472 40.4279 0.0572 0.0 0.0 0.0
4958.0 1.0 4.3472 40.4279 0.0572 0.0 0.0 0.0
4959.0 1.0 5.1079 42.6602 0.0603 0.0 0.0 0.0
4960.0 1.0 2.3909 33.123 0.0469 0.0 0.0 0.0
4961.0 1.0 5.1079 42.6602 0.0603 0.0 0.0 0.0
4962.0 1.0 2.2823 32.6136 0.0461 0.0 0.0 0.0
4963.0 1.0 2.8256 35.0195 0.0495 0.0 0.0 0.0
4964.0 1.0 4.1298 39.7424 0.0562 0.0 0.0 0.0
4965.0 1.0 1.9562 30.9797 0.0438 0.0 0.0 0.0
4966.0 1.0 3.5864 37.9171 0.0536 0.0 0.0 0.0
4967.0 1.0 4.3472 40.4279 0.0572 0.0 0.0 0.0
4968.0 1.0 5.1079 42.6602 0.0603 0.0 0.0 0.0
4969.0 1.0 4.1298 39.7424 0.0562 0.0 0.0 0.0
4970.0 0.0 0.0 nan 0.0 nan nan nan
4971.0 1.0 5.76 44.4044 0.0628 0.0 0.0 0.0
4972.0 1.0 3.2604 36.7311 0.052 0.0 0.0 0.0
4973.0 1.0 4.3472 40.4279 0.0572 0.0 0.0 0.0
4974.0 1.0 4.1298 39.7424 0.0562 0.0 0.0 0.0
4975.0 1.0 4.2385 40.088 0.0567 0.0 0.0 0.0
4976.0 1.0 1.5215 28.4908 0.0403 0.0 0.0 0.0
4977.0 1.0 3.9124 39.0327 0.0552 0.0 0.0 0.0
4978.0 1.0 2.8256 35.0195 0.0495 0.0 0.0 0.0
4979.0 1.0 4.2385 40.088 0.0567 0.0 0.0 0.0
4980.0 1.0 3.1517 36.3181 0.0514 0.0 0.0 0.0
4981.0 1.0 4.1298 39.7424 0.0562 0.0 0.0 0.0
4982.0 1.0 4.7819 41.733 0.059 0.0 0.0 0.0
4983.0 1.0 4.4558 40.7614 0.0577 0.0 0.0 0.0
4984.0 1.0 4.9992 42.3551 0.0599 0.0 0.0 0.0
4985.0 1.0 4.0211 39.3908 0.0557 0.0 0.0 0.0
4986.0 1.0 4.2385 40.088 0.0567 0.0 0.0 0.0
4987.0 1.0 1.4128 27.7958 0.0393 0.0 0.0 0.0
4988.0 1.0 4.2385 40.088 0.0567 0.0 0.0 0.0
4989.0 1.0 2.0649 31.5437 0.0446 0.0 0.0 0.0
4990.0 1.0 4.5645 41.09 0.0581 0.0 0.0 0.0
4991.0 1.0 4.8905 42.0454 0.0595 0.0 0.0 0.0
4992.0 1.0 4.8905 42.0454 0.0595 0.0 0.0 0.0
4993.0 1.0 4.3472 40.4279 0.0572 0.0 0.0 0.0
4994.0 1.0 4.0211 39.3908 0.0557 0.0 0.0 0.0
4995.0 1.0 1.5215 28.4908 0.0403 0.0 0.0 0.0
4996.0 1.0 4.9992 42.3551 0.0599 0.0 0.0 0.0
4997.0 1.0 2.3909 33.123 0.0469 0.0 0.0 0.0
4998.0 1.0 4.2385 40.088 0.0567 0.0 0.0 0.0
4999.0 1.0 4.1298 39.7424 0.0562 0.0 0.0 0.0
5000.0 1.0 3.8038 38.6677 0.0547 0.0 0.0 0.0
5001.0 1.0 2.4996 33.6179 0.0476 0.0 0.0 0.0
5002.0 1.0 3.5864 37.9171 0.0536 0.0 0.0 0.0
5003.0 1.0 4.6732 41.4139 0.0586 0.0 0.0 0.0
5004.0 1.0 3.1517 36.3181 0.0514 0.0 0.0 0.0
5005.0 1.0 3.369 37.1346 0.0525 0.0 0.0 0.0
5006.0 1.0 3.9124 39.0327 0.0552 0.0 0.0 0.0
5007.0 1.0 3.369 37.1346 0.0525 0.0 0.0 0.0
5008.0 1.0 4.1298 39.7424 0.0562 0.0 0.0 0.0
5009.0 1.0 5.1079 42.6602 0.0603 0.0 0.0 0.0
5010.0 1.0 1.4128 27.7958 0.0393 0.0 0.0 0.0
5011.0 1.0 1.6302 29.1528 0.0412 0.0 0.0 0.0
5012.0 1.0 2.4996 33.6179 0.0476 0.0 0.0 0.0
5013.0 1.0 4.3472 40.4279 0.0572 0.0 0.0 0.0
5014.0 1.0 3.369 37.1346 0.0525 0.0 0.0 0.0
5015.0 1.0 5.5426 43.8369 0.062 0.0 0.0 0.0
5016.0 1.0 4.7819 41.733 0.059 0.0 0.0 0.0
5017.0 1.0 5.4339 43.5501 0.0616 0.0 0.0 0.0
5018.0 1.0 4.9992 42.3551 0.0599 0.0 0.0 0.0
5019.0 1.0 2.8256 35.0195 0.0495 0.0 0.0 0.0
5020.0 1.0 2.9343 35.4635 0.0502 0.0 0.0 0.0
5021.0 0.0 0.0 nan 0.0 nan nan nan
5022.0 1.0 4.4558 40.7612 0.0577 0.0 0.0 0.0
5023.0 1.0 3.043 35.896 0.0508 0.0 0.0 0.0
5024.0 1.0 4.9992 42.3554 0.0599 0.0 0.0 0.0
5025.0 1.0 3.8038 38.6676 0.0547 0.0 0.0 0.0
5026.0 1.0 2.8256 35.0201 0.0495 0.0 0.0 0.0
5027.0 1.0 5.6513 44.1217 0.0624 0.0 0.0 0.0
5028.0 1.0 2.9343 35.4635 0.0502 0.0 0.0 0.0
5029.0 1.0 4.4558 40.7612 0.0577 0.0 0.0 0.0
5030.0 1.0 5.1079 42.6593 0.0603 0.0 0.0 0.0
5031.0 1.0 3.9124 39.0326 0.0552 0.0 0.0 0.0
5032.0 1.0 4.8905 42.047 0.0595 0.0 0.0 0.0
5033.0 1.0 3.9124 39.0326 0.0552 0.0 0.0 0.0
5034.0 1.0 4.0211 39.3907 0.0557 0.0 0.0 0.0
5035.0 1.0 3.8038 38.6676 0.0547 0.0 0.0 0.0
5036.0 1.0 2.0649 31.5433 0.0446 0.0 0.0 0.0
5037.0 1.0 5.2166 42.9609 0.0608 0.0 0.0 0.0
5038.0 1.0 1.9562 30.9797 0.0438 0.0 0.0 0.0
5039.0 1.0 4.1298 39.7423 0.0562 0.0 0.0 0.0
5040.0 1.0 3.8038 38.6676 0.0547 0.0 0.0 0.0
5041.0 1.0 1.7389 29.7869 0.0421 0.0 0.0 0.0
5042.0 1.0 5.1079 42.6593 0.0603 0.0 0.0 0.0
5043.0 1.0 4.4558 40.7612 0.0577 0.0 0.0 0.0
5044.0 1.0 2.8256 35.0201 0.0495 0.0 0.0 0.0
5045.0 1.0 4.4558 40.7612 0.0577 0.0 0.0 0.0
5046.0 1.0 0.6521 21.4805 0.0304 0.0 0.0 0.0
5047.0 1.0 2.8256 35.0201 0.0495 0.0 0.0 0.0
5048.0 1.0 3.369 37.1341 0.0525 0.0 0.0 0.0
5049.0 1.0 2.3909 33.1231 0.0469 0.0 0.0 0.0
5050.0 1.0 4.0211 39.3907 0.0557 0.0 0.0 0.0
5051.0 1.0 1.6302 29.1537 0.0412 0.0 0.0 0.0
5052.0 1.0 4.0211 39.3907 0.0557 0.0 0.0 0.0
5053.0 0.0 0.0 nan 0.0 nan nan nan
5054.0 1.0 4.9992 42.3554 0.0599 0.0 0.0 0.0
5055.0 1.0 2.9343 35.4635 0.0502 0.0 0.0 0.0
5056.0 1.0 5.4339 43.5498 0.0616 0.0 0.0 0.0
5057.0 1.0 2.4996 33.6174 0.0476 0.0 0.0 0.0
5058.0 1.0 4.3472 40.4277 0.0572 0.0 0.0 0.0
5059.0 1.0 4.3472 40.4277 0.0572 0.0 0.0 0.0
5060.0 1.0 4.0211 39.3907 0.0557 0.0 0.0 0.0
5061.0 1.0 4.9992 42.3554 0.0599 0.0 0.0 0.0
5062.0 1.0 3.6951 38.2962 0.0542 0.0 0.0 0.0
5063.0 1.0 4.3472 40.4277 0.0572 0.0 0.0 0.0
5064.0 1.0 2.9343 35.4635 0.0502 0.0 0.0 0.0
5065.0 1.0 4.7819 41.7336 0.059 0.0 0.0 0.0
5066.0 1.0 5.3253 43.2563 0.0612 0.0 0.0 0.0
5067.0 1.0 5.5426 43.8375 0.062 0.0 0.0 0.0
5068.0 1.0 3.2604 36.7304 0.052 0.0 0.0 0.0
5069.0 1.0 4.1298 39.7423 0.0562 0.0 0.0 0.0
5070.0 1.0 3.4777 37.53 0.0531 0.0 0.0 0.0
5071.0 1.0 3.2604 36.7304 0.052 0.0 0.0 0.0
5072.0 1.0 5.1079 42.6593 0.0603 0.0 0.0 0.0
5073.0 1.0 3.8038 38.6676 0.0547 0.0 0.0 0.0
5074.0 1.0 4.7819 41.7336 0.059 0.0 0.0 0.0
5075.0 1.0 5.4339 43.5498 0.0616 0.0 0.0 0.0
5076.0 1.0 4.3472 40.4277 0.0572 0.0 0.0 0.0
5077.0 1.0 4.2385 40.0879 0.0567 0.0 0.0 0.0
5078.0 1.0 3.5864 37.9168 0.0536 0.0 0.0 0.0
5079.0 1.0 4.2385 40.0879 0.0567 0.0 0.0 0.0
5080.0 1.0 4.7819 41.7336 0.059 0.0 0.0 0.0
5081.0 1.0 2.6083 34.0977 0.0482 0.0 0.0 0.0
5082.0 1.0 4.5645 41.0908 0.0581 0.0 0.0 0.0
5083.0 1.0 4.2385 40.0879 0.0567 0.0 0.0 0.0
5084.0 1.0 3.6951 38.2962 0.0542 0.0 0.0 0.0
5085.0 1.0 4.8905 42.047 0.0595 0.0 0.0 0.0
5086.0 1.0 4.9992 42.3554 0.0599 0.0 0.0 0.0
5087.0 1.0 5.1079 42.6593 0.0603 0.0 0.0 0.0
5088.0 1.0 5.3253 43.2563 0.0612 0.0 0.0 0.0
5089.0 1.0 3.4777 37.53 0.0531 0.0 0.0 0.0
5090.0 1.0 4.7819 41.7336 0.059 0.0 0.0 0.0
5091.0 1.0 5.4339 43.5498 0.0616 0.0 0.0 0.0
5092.0 1.0 4.0211 39.3907 0.0557 0.0 0.0 0.0
5093.0 1.0 5.3253 43.2563 0.0612 0.0 0.0 0.0
5094.0 1.0 3.6951 38.2962 0.0542 0.0 0.0 0.0
5095.0 1.0 4.0211 39.3907 0.0557 0.0 0.0 0.0
5096.0 1.0 1.0868 25.4679 0.036 0.0 0.0 0.0
5097.0 1.0 3.1517 36.3183 0.0514 0.0 0.0 0.0
5098.0 1.0 4.8905 42.047 0.0595 0.0 0.0 0.0
5099.0 1.0 4.0211 39.3907 0.0557 0.0 0.0 0.0
5100.0 1.0 5.4339 43.5498 0.0616 0.0 0.0 0.0
5101.0 1.0 4.1298 39.7423 0.0562 0.0 0.0 0.0
5102.0 1.0 4.9992 42.3554 0.0599 0.0 0.0 0.0
5103.0 1.0 4.6732 41.4131 0.0586 0.0 0.0 0.0
5104.0 1.0 3.5864 37.9168 0.0536 0.0 0.0 0.0
5105.0 1.0 3.369 37.1341 0.0525 0.0 0.0 0.0
5106.0 1.0 4.4558 40.7612 0.0577 0.0 0.0 0.0
5107.0 1.0 4.2385 40.0879 0.0567 0.0 0.0 0.0
5108.0 1.0 5.1079 42.6593 0.0603 0.0 0.0 0.0
5109.0 1.0 4.5645 41.0908 0.0581 0.0 0.0 0.0
5110.0 1.0 4.4558 40.7612 0.0577 0.0 0.0 0.0
5111.0 1.0 4.2385 40.0879 0.0567 0.0 0.0 0.0
5112.0 1.0 4.9992 42.3554 0.0599 0.0 0.0 0.0
5113.0 1.0 4.3472 40.4277 0.0572 0.0 0.0 0.0
5114.0 1.0 5.3253 43.2563 0.0612 0.0 0.0 0.0
5115.0 1.0 4.0211 39.3907 0.0557 0.0 0.0 0.0
5116.0 1.0 5.4339 43.5498 0.0616 0.0 0.0 0.0
5117.0 1.0 5.4339 43.5498 0.0616 0.0 0.0 0.0
5118.0 1.0 4.3472 40.4273 0.0572 0.0 0.0 0.0
5119.0 1.0 4.4558 40.7619 0.0577 0.0 0.0 0.0
5120.0 0.0 0.0 nan 0.0 nan nan nan
5121.0 1.0 4.4558 40.7619 0.0577 0.0 0.0 0.0
5122.0 1.0 4.8905 42.0473 0.0595 0.0 0.0 0.0
5123.0 1.0 3.6951 38.2956 0.0542 0.0 0.0 0.0
5124.0 1.0 3.8038 38.6671 0.0547 0.0 0.0 0.0
5125.0 1.0 4.9992 42.3547 0.0599 0.0 0.0 0.0
5126.0 1.0 4.0211 39.3903 0.0557 0.0 0.0 0.0
5127.0 1.0 4.7819 41.733 0.059 0.0 0.0 0.0
5128.0 1.0 5.3253 43.2562 0.0612 0.0 0.0 0.0
5129.0 1.0 4.6732 41.4136 0.0586 0.0 0.0 0.0
5130.0 1.0 4.4558 40.7619 0.0577 0.0 0.0 0.0
5131.0 1.0 4.9992 42.3547 0.0599 0.0 0.0 0.0
5132.0 1.0 5.1079 42.6595 0.0603 0.0 0.0 0.0
5133.0 1.0 5.1079 42.6595 0.0603 0.0 0.0 0.0
5134.0 1.0 3.9124 39.0322 0.0552 0.0 0.0 0.0
5135.0 1.0 1.6302 29.1535 0.0412 0.0 0.0 0.0
5136.0 1.0 4.8905 42.0473 0.0595 0.0 0.0 0.0
5137.0 1.0 2.0649 31.5431 0.0446 0.0 0.0 0.0
5138.0 1.0 4.0211 39.3903 0.0557 0.0 0.0 0.0
5139.0 0.0 0.0 nan 0.0 nan nan nan
5140.0 1.0 3.9124 39.0322 0.0552 0.0 0.0 0.0
5141.0 1.0 1.9562 30.9799 0.0438 0.0 0.0 0.0
5142.0 1.0 3.4777 37.5292 0.0531 0.0 0.0 0.0
5143.0 0.0 0.0 nan 0.0 nan nan nan
5144.0 0.0 0.0 nan 0.0 nan nan nan
5145.0 1.0 1.8475 30.3951 0.043 0.0 0.0 0.0
5146.0 1.0 4.4558 40.7619 0.0577 0.0 0.0 0.0
5147.0 0.0 0.0 nan 0.0 nan nan nan
5148.0 1.0 4.3472 40.4273 0.0572 0.0 0.0 0.0
5149.0 1.0 4.5645 41.0903 0.0581 0.0 0.0 0.0
5150.0 1.0 5.3253 43.2562 0.0612 0.0 0.0 0.0
5151.0 1.0 5.5426 43.8371 0.062 0.0 0.0 0.0
5152.0 1.0 4.2385 40.0875 0.0567 0.0 0.0 0.0
5153.0 1.0 4.3472 40.4273 0.0572 0.0 0.0 0.0
5154.0 1.0 2.2823 32.6131 0.0461 0.0 0.0 0.0
5155.0 1.0 4.5645 41.0903 0.0581 0.0 0.0 0.0
5156.0 1.0 3.043 35.8954 0.0508 0.0 0.0 0.0
5157.0 1.0 4.1298 39.742 0.0562 0.0 0.0 0.0
5158.0 1.0 4.6732 41.4136 0.0586 0.0 0.0 0.0
5159.0 1.0 3.9124 39.0322 0.0552 0.0 0.0 0.0
5160.0 1.0 4.1298 39.742 0.0562 0.0 0.0 0.0
5161.0 1.0 4.4558 40.7619 0.0577 0.0 0.0 0.0
5162.0 1.0 3.4777 37.5292 0.0531 0.0 0.0 0.0
5163.0 1.0 2.4996 33.6172 0.0476 0.0 0.0 0.0
5164.0 1.0 4.0211 39.3903 0.0557 0.0 0.0 0.0
5165.0 1.0 3.043 35.8954 0.0508 0.0 0.0 0.0
5166.0 1.0 4.6732 41.4136 0.0586 0.0 0.0 0.0
5167.0 1.0 4.1298 39.742 0.0562 0.0 0.0 0.0
5168.0 1.0 1.0868 25.468 0.036 0.0 0.0 0.0
5169.0 1.0 4.7819 41.733 0.059 0.0 0.0 0.0
5170.0 0.0 0.0 nan 0.0 nan nan nan
5171.0 0.0 0.0 nan 0.0 nan nan nan
5172.0 1.0 4.0211 39.3903 0.0557 0.0 0.0 0.0
5173.0 1.0 3.6951 38.2956 0.0542 0.0 0.0 0.0
5174.0 1.0 4.8905 42.0473 0.0595 0.0 0.0 0.0
5175.0 1.0 4.3472 40.4273 0.0572 0.0 0.0 0.0
5176.0 1.0 3.8038 38.6671 0.0547 0.0 0.0 0.0
5177.0 1.0 4.4558 40.7619 0.0577 0.0 0.0 0.0
5178.0 1.0 5.6513 44.1221 0.0624 0.0 0.0 0.0
5179.0 1.0 2.8256 35.02 0.0495 0.0 0.0 0.0
5180.0 1.0 3.6951 38.2956 0.0542 0.0 0.0 0.0
5181.0 1.0 4.2385 40.0875 0.0567 0.0 0.0 0.0
5182.0 1.0 3.1517 36.318 0.0514 0.0 0.0 0.0
5183.0 1.0 4.5645 41.0903 0.0581 0.0 0.0 0.0
5184.0 1.0 4.4558 40.7619 0.0577 0.0 0.0 0.0
5185.0 1.0 4.9992 42.3547 0.0599 0.0 0.0 0.0
5186.0 1.0 4.6732 41.4136 0.0586 0.0 0.0 0.0
5187.0 1.0 4.9992 42.3547 0.0599 0.0 0.0 0.0
5188.0 1.0 4.6732 41.4136 0.0586 0.0 0.0 0.0
5189.0 1.0 5.3253 43.2562 0.0612 0.0 0.0 0.0
5190.0 1.0 3.6951 38.2956 0.0542 0.0 0.0 0.0
5191.0 1.0 4.2385 40.0875 0.0567 0.0 0.0 0.0
5192.0 1.0 3.8038 38.6671 0.0547 0.0 0.0 0.0
5193.0 1.0 3.5864 37.9161 0.0536 0.0 0.0 0.0
5194.0 1.0 4.2385 40.0875 0.0567 0.0 0.0 0.0
5195.0 1.0 4.8905 42.0473 0.0595 0.0 0.0 0.0
5196.0 1.0 4.8905 42.0473 0.0595 0.0 0.0 0.0
5197.0 1.0 2.1736 32.0874 0.0454 0.0 0.0 0.0
5198.0 0.0 0.0 nan 0.0 nan nan nan
5199.0 1.0 4.2385 40.088 0.0567 0.0 0.0 0.0
5200.0 1.0 3.5864 37.9162 0.0536 0.0 0.0 0.0
5201.0 1.0 1.7389 29.7874 0.0421 0.0 0.0 0.0
5202.0 1.0 3.369 37.1349 0.0525 0.0 0.0 0.0
5203.0 1.0 3.6951 38.2958 0.0542 0.0 0.0 0.0
5204.0 1.0 2.8256 35.0204 0.0495 0.0 0.0 0.0
5205.0 1.0 4.2385 40.088 0.0567 0.0 0.0 0.0
5206.0 1.0 4.9992 42.355 0.0599 0.0 0.0 0.0
5207.0 1.0 4.8905 42.0466 0.0595 0.0 0.0 0.0
5208.0 1.0 4.9992 42.355 0.0599 0.0 0.0 0.0
5209.0 1.0 4.0211 39.3908 0.0557 0.0 0.0 0.0
5210.0 1.0 4.2385 40.088 0.0567 0.0 0.0 0.0
5211.0 1.0 5.5426 43.8378 0.062 0.0 0.0 0.0
5212.0 1.0 4.0211 39.3908 0.0557 0.0 0.0 0.0
5213.0 1.0 3.4777 37.5301 0.0531 0.0 0.0 0.0
5214.0 1.0 3.369 37.1349 0.0525 0.0 0.0 0.0
5215.0 0.0 0.0 nan 0.0 nan nan nan
5216.0 1.0 3.2604 36.7308 0.052 0.0 0.0 0.0
5217.0 1.0 3.2604 36.7308 0.052 0.0 0.0 0.0
5218.0 1.0 4.1298 39.7425 0.0562 0.0 0.0 0.0
5219.0 1.0 4.5645 41.0914 0.0581 0.0 0.0 0.0
5220.0 1.0 4.4558 40.7614 0.0577 0.0 0.0 0.0
5221.0 0.0 0.0 nan 0.0 nan nan nan
5222.0 1.0 3.369 37.1349 0.0525 0.0 0.0 0.0
5223.0 1.0 4.3472 40.4279 0.0572 0.0 0.0 0.0
5224.0 1.0 4.6732 41.4131 0.0586 0.0 0.0 0.0
5225.0 0.0 0.0 nan 0.0 nan nan nan
5226.0 1.0 4.8905 42.0466 0.0595 0.0 0.0 0.0
5227.0 0.0 0.0 nan 0.0 nan nan nan
5228.0 1.0 4.9992 42.355 0.0599 0.0 0.0 0.0
5229.0 1.0 2.9343 35.4635 0.0502 0.0 0.0 0.0
5230.0 1.0 4.7819 41.7334 0.059 0.0 0.0 0.0
5231.0 1.0 2.4996 33.6174 0.0476 0.0 0.0 0.0
5232.0 1.0 3.2604 36.7308 0.052 0.0 0.0 0.0
5233.0 1.0 2.4996 33.6174 0.0476 0.0 0.0 0.0
5234.0 1.0 3.1517 36.3183 0.0514 0.0 0.0 0.0
5235.0 1.0 5.3253 43.2572 0.0612 0.0 0.0 0.0
5236.0 1.0 3.5864 37.9162 0.0536 0.0 0.0 0.0
5237.0 1.0 3.9124 39.0326 0.0552 0.0 0.0 0.0
5238.0 1.0 4.0211 39.3908 0.0557 0.0 0.0 0.0
5239.0 1.0 4.4558 40.7614 0.0577 0.0 0.0 0.0
5240.0 1.0 3.8038 38.6674 0.0547 0.0 0.0 0.0
5241.0 1.0 4.7819 41.7334 0.059 0.0 0.0 0.0
5242.0 1.0 2.8256 35.0204 0.0495 0.0 0.0 0.0
5243.0 1.0 5.6513 44.1216 0.0624 0.0 0.0 0.0
5244.0 1.0 3.369 37.1349 0.0525 0.0 0.0 0.0
5245.0 1.0 3.8038 38.6674 0.0547 0.0 0.0 0.0
5246.0 1.0 4.5645 41.0914 0.0581 0.0 0.0 0.0
5247.0 1.0 3.6951 38.2958 0.0542 0.0 0.0 0.0
5248.0 1.0 3.6951 38.2958 0.0542 0.0 0.0 0.0
5249.0 1.0 3.4777 37.5301 0.0531 0.0 0.0 0.0
5250.0 1.0 4.2385 40.088 0.0567 0.0 0.0 0.0
5251.0 1.0 5.3253 43.2572 0.0612 0.0 0.0 0.0
5252.0 1.0 4.5645 41.0914 0.0581 0.0 0.0 0.0
5253.0 1.0 3.369 37.1349 0.0525 0.0 0.0 0.0
5254.0 1.0 5.1079 42.6607 0.0603 0.0 0.0 0.0
5255.0 1.0 4.4558 40.7614 0.0577 0.0 0.0 0.0
5256.0 1.0 4.7819 41.7334 0.059 0.0 0.0 0.0
5257.0 1.0 3.9124 39.0326 0.0552 0.0 0.0 0.0
5258.0 1.0 3.8038 38.6674 0.0547 0.0 0.0 0.0
5259.0 1.0 4.4558 40.7614 0.0577 0.0 0.0 0.0
5260.0 1.0 3.5864 37.9162 0.0536 0.0 0.0 0.0
5261.0 1.0 4.0211 39.3908 0.0557 0.0 0.0 0.0
5262.0 1.0 4.9992 42.355 0.0599 0.0 0.0 0.0
5263.0 1.0 5.2166 42.96 0.0608 0.0 0.0 0.0
5264.0 1.0 5.1079 42.6607 0.0603 0.0 0.0 0.0
5265.0 1.0 3.9124 39.0326 0.0552 0.0 0.0 0.0
5266.0 1.0 4.6732 41.4131 0.0586 0.0 0.0 0.0
5267.0 1.0 4.5645 41.0914 0.0581 0.0 0.0 0.0
5268.0 1.0 5.2166 42.96 0.0608 0.0 0.0 0.0
5269.0 1.0 4.8905 42.0466 0.0595 0.0 0.0 0.0
5270.0 1.0 3.9124 39.0326 0.0552 0.0 0.0 0.0
5271.0 1.0 3.8038 38.6674 0.0547 0.0 0.0 0.0
5272.0 1.0 2.8256 35.0204 0.0495 0.0 0.0 0.0
5273.0 1.0 4.0211 39.3908 0.0557 0.0 0.0 0.0
5274.0 1.0 3.1517 36.3183 0.0514 0.0 0.0 0.0
5275.0 1.0 4.0211 39.3908 0.0557 0.0 0.0 0.0
5276.0 1.0 3.369 37.1349 0.0525 0.0 0.0 0.0
5277.0 1.0 4.7819 41.7334 0.059 0.0 0.0 0.0
5278.0 1.0 4.0211 39.3908 0.0557 0.0 0.0 0.0
5279.0 1.0 4.7819 41.7334 0.059 0.0 0.0 0.0
5280.0 1.0 4.4558 40.7614 0.0577 0.0 0.0 0.0
5281.0 1.0 4.5645 41.0914 0.0581 0.0 0.0 0.0
5282.0 1.0 3.4777 37.5298 0.0531 0.0 0.0 0.0
5283.0 1.0 2.6083 34.0978 0.0482 0.0 0.0 0.0
5284.0 1.0 2.9343 35.4628 0.0502 0.0 0.0 0.0
5285.0 1.0 5.2166 42.9613 0.0608 0.0 0.0 0.0
5286.0 1.0 3.9124 39.0329 0.0552 0.0 0.0 0.0
5287.0 1.0 3.6951 38.2958 0.0542 0.0 0.0 0.0
5288.0 1.0 4.4558 40.7624 0.0577 0.0 0.0 0.0
5289.0 1.0 4.2385 40.0875 0.0567 0.0 0.0 0.0
5290.0 1.0 1.5215 28.4906 0.0403 0.0 0.0 0.0
5291.0 1.0 4.8905 42.0471 0.0595 0.0 0.0 0.0
5292.0 1.0 1.9562 30.9799 0.0438 0.0 0.0 0.0
5293.0 1.0 3.9124 39.0329 0.0552 0.0 0.0 0.0
5294.0 1.0 1.5215 28.4906 0.0403 0.0 0.0 0.0
5295.0 1.0 4.2385 40.0875 0.0567 0.0 0.0 0.0
5296.0 1.0 3.4777 37.5298 0.0531 0.0 0.0 0.0
5297.0 1.0 3.6951 38.2958 0.0542 0.0 0.0 0.0
5298.0 1.0 4.4558 40.7624 0.0577 0.0 0.0 0.0
5299.0 1.0 2.2823 32.613 0.0461 0.0 0.0 0.0
5300.0 1.0 4.4558 40.7624 0.0577 0.0 0.0 0.0
5301.0 1.0 5.1079 42.6611 0.0603 0.0 0.0 0.0
5302.0 1.0 1.8475 30.3956 0.043 0.0 0.0 0.0
5303.0 1.0 4.3472 40.4274 0.0572 0.0 0.0 0.0
5304.0 1.0 4.1298 39.7419 0.0562 0.0 0.0 0.0
5305.0 1.0 3.5864 37.9171 0.0536 0.0 0.0 0.0
5306.0 0.0 0.0 nan 0.0 nan nan nan
5307.0 1.0 2.8256 35.0204 0.0495 0.0 0.0 0.0
5308.0 1.0 3.369 37.1343 0.0525 0.0 0.0 0.0
5309.0 1.0 3.1517 36.3183 0.0514 0.0 0.0 0.0
5310.0 1.0 2.2823 32.613 0.0461 0.0 0.0 0.0
5311.0 1.0 4.5645 41.0909 0.0581 0.0 0.0 0.0
5312.0 0.0 0.0 nan 0.0 nan nan nan
5313.0 1.0 5.3253 43.2574 0.0612 0.0 0.0 0.0
5314.0 1.0 3.2604 36.7311 0.052 0.0 0.0 0.0
5315.0 1.0 1.4128 27.7955 0.0393 0.0 0.0 0.0
5316.0 1.0 3.5864 37.9171 0.0536 0.0 0.0 0.0
5317.0 1.0 4.4558 40.7624 0.0577 0.0 0.0 0.0
5318.0 1.0 3.4777 37.5298 0.0531 0.0 0.0 0.0
5319.0 1.0 4.6732 41.4136 0.0586 0.0 0.0 0.0
5320.0 1.0 4.4558 40.7624 0.0577 0.0 0.0 0.0
5321.0 1.0 2.6083 34.0978 0.0482 0.0 0.0 0.0
5322.0 1.0 3.6951 38.2958 0.0542 0.0 0.0 0.0
5323.0 1.0 4.1298 39.7419 0.0562 0.0 0.0 0.0
5324.0 1.0 5.2166 42.9613 0.0608 0.0 0.0 0.0
5325.0 1.0 1.1955 26.2903 0.0372 0.0 0.0 0.0
5326.0 1.0 4.1298 39.7419 0.0562 0.0 0.0 0.0
5327.0 1.0 2.2823 32.613 0.0461 0.0 0.0 0.0
5328.0 1.0 4.6732 41.4136 0.0586 0.0 0.0 0.0
5329.0 1.0 4.4558 40.7624 0.0577 0.0 0.0 0.0
5330.0 1.0 3.5864 37.9171 0.0536 0.0 0.0 0.0
5331.0 1.0 2.4996 33.6171 0.0476 0.0 0.0 0.0
5332.0 1.0 4.0211 39.3901 0.0557 0.0 0.0 0.0
5333.0 1.0 3.5864 37.9171 0.0536 0.0 0.0 0.0
5334.0 1.0 4.1298 39.7419 0.0562 0.0 0.0 0.0
5335.0 1.0 2.717 34.5647 0.0489 0.0 0.0 0.0
5336.0 1.0 2.8256 35.0204 0.0495 0.0 0.0 0.0
