No. Number M200 sigma200 R200 Sigma M_sigma Sigma_LoS
4373.0 0.0 6.19 45.49 0.0644 nan nan nan
4374.0 1.0 5.22 42.96 0.0608 0.0 0.0 0.0
4375.0 0.0 3.48 37.53 0.0531 nan nan nan
4376.0 0.0 5.11 42.66 0.0603 nan nan nan
4377.0 0.0 5.0 42.36 0.0599 nan nan nan
4378.0 0.0 5.0 42.36 0.0599 nan nan nan
4379.0 0.0 4.89 42.05 0.0595 nan nan nan
4380.0 0.0 6.09 45.23 0.064 nan nan nan
4381.0 0.0 5.11 42.66 0.0603 nan nan nan
4382.0 0.0 3.15 36.32 0.0514 nan nan nan
4383.0 0.0 5.98 44.96 0.0636 nan nan nan
4384.0 0.0 6.41 46.02 0.0651 nan nan nan
4385.0 0.0 0.0 nan 0.0 nan nan nan
4386.0 0.0 4.13 39.74 0.0562 nan nan nan
4387.0 0.0 3.91 39.03 0.0552 nan nan nan
4388.0 0.0 0.0 nan 0.0 nan nan nan
4389.0 0.0 5.0 42.36 0.0599 nan nan nan
4390.0 0.0 6.3 45.76 0.0647 nan nan nan
4391.0 0.0 3.37 37.13 0.0525 nan nan nan
4392.0 0.0 5.98 44.96 0.0636 nan nan nan
4393.0 0.0 5.0 42.36 0.0599 nan nan nan
4394.0 0.0 5.0 42.36 0.0599 nan nan nan
4395.0 0.0 6.3 45.76 0.0647 nan nan nan
4396.0 0.0 6.19 45.49 0.0644 nan nan nan
4397.0 0.0 5.76 44.4 0.0628 nan nan nan
4398.0 0.0 5.43 43.55 0.0616 nan nan nan
4399.0 0.0 5.87 44.68 0.0632 nan nan nan
4400.0 0.0 3.7 38.3 0.0542 nan nan nan
4401.0 0.0 5.33 43.26 0.0612 nan nan nan
4402.0 0.0 3.91 39.03 0.0552 nan nan nan
4403.0 0.0 5.22 42.96 0.0608 nan nan nan
4404.0 0.0 5.22 42.96 0.0608 nan nan nan
4405.0 0.0 3.7 38.3 0.0542 nan nan nan
4406.0 0.0 6.41 46.02 0.0651 nan nan nan
4407.0 0.0 4.56 41.09 0.0581 nan nan nan
4408.0 0.0 6.09 45.23 0.064 nan nan nan
4409.0 0.0 4.46 40.76 0.0577 nan nan nan
4410.0 0.0 6.09 45.23 0.064 nan nan nan
4411.0 0.0 4.56 41.09 0.0581 nan nan nan
4412.0 0.0 4.56 41.09 0.0581 nan nan nan
4413.0 0.0 1.85 30.4 0.043 nan nan nan
4414.0 0.0 5.87 44.68 0.0632 nan nan nan
4415.0 0.0 5.43 43.55 0.0616 nan nan nan
4416.0 0.0 1.96 30.98 0.0438 nan nan nan
4417.0 0.0 0.0 nan 0.0 nan nan nan
4418.0 0.0 3.15 36.32 0.0514 nan nan nan
4419.0 0.0 0.0 nan 0.0 nan nan nan
4420.0 0.0 5.65 44.12 0.0624 nan nan nan
4421.0 0.0 4.24 40.09 0.0567 nan nan nan
4422.0 0.0 4.35 40.43 0.0572 nan nan nan
4423.0 0.0 2.17 32.09 0.0454 nan nan nan
4424.0 0.0 0.0 nan 0.0 nan nan nan
4425.0 0.0 3.91 39.03 0.0552 nan nan nan
4426.0 0.0 4.78 41.73 0.059 nan nan nan
4427.0 0.0 4.46 40.76 0.0577 nan nan nan
4428.0 0.0 4.46 40.76 0.0577 nan nan nan
4429.0 0.0 3.04 35.9 0.0508 nan nan nan
4430.0 0.0 0.98 24.59 0.0348 nan nan nan
4431.0 0.0 5.87 44.68 0.0632 nan nan nan
4432.0 0.0 4.46 40.76 0.0577 nan nan nan
4433.0 0.0 2.93 35.46 0.0502 nan nan nan
4434.0 0.0 3.59 37.92 0.0536 nan nan nan
4435.0 0.0 4.56 41.09 0.0581 nan nan nan
4436.0 0.0 4.67 41.41 0.0586 nan nan nan
4437.0 0.0 5.11 42.66 0.0603 nan nan nan
4438.0 0.0 6.41 46.02 0.0651 nan nan nan
4439.0 0.0 4.46 40.76 0.0577 nan nan nan
4440.0 0.0 4.78 41.73 0.059 nan nan nan
4441.0 0.0 0.0 nan 0.0 nan nan nan
4442.0 0.0 5.33 43.26 0.0612 nan nan nan
4443.0 0.0 5.11 42.66 0.0603 nan nan nan
4444.0 0.0 5.87 44.68 0.0632 nan nan nan
4445.0 0.0 3.48 37.53 0.0531 nan nan nan
4446.0 0.0 2.39 33.12 0.0469 nan nan nan
4447.0 0.0 5.0 42.36 0.0599 nan nan nan
4448.0 0.0 4.56 41.09 0.0581 nan nan nan
4449.0 0.0 5.33 43.26 0.0612 nan nan nan
4450.0 0.0 6.3 45.76 0.0647 nan nan nan
4451.0 0.0 4.13 39.74 0.0562 nan nan nan
4452.0 0.0 5.87 44.68 0.0632 nan nan nan
4453.0 0.0 5.54 43.84 0.062 nan nan nan
4454.0 0.0 3.59 37.92 0.0536 nan nan nan
4455.0 0.0 5.33 43.26 0.0612 nan nan nan
4456.0 0.0 5.22 42.96 0.0608 nan nan nan
4457.0 0.0 3.7 38.3 0.0542 nan nan nan
4458.0 0.0 3.8 38.67 0.0547 nan nan nan
4459.0 0.0 5.98 44.95 0.0636 nan nan nan
4460.0 0.0 3.26 36.73 0.052 nan nan nan
4461.0 0.0 4.67 41.41 0.0586 nan nan nan
4462.0 0.0 5.65 44.12 0.0624 nan nan nan
4463.0 0.0 5.33 43.26 0.0612 nan nan nan
4464.0 0.0 5.54 43.84 0.062 nan nan nan
4465.0 0.0 6.09 45.23 0.064 nan nan nan
4466.0 0.0 5.87 44.68 0.0632 nan nan nan
4467.0 0.0 4.35 40.43 0.0572 nan nan nan
4468.0 0.0 4.78 41.73 0.059 nan nan nan
4469.0 0.0 5.87 44.68 0.0632 nan nan nan
4470.0 0.0 4.46 40.76 0.0577 nan nan nan
4471.0 0.0 4.89 42.05 0.0595 nan nan nan
4472.0 0.0 4.56 41.09 0.0581 nan nan nan
4473.0 0.0 6.41 46.02 0.0651 nan nan nan
4474.0 0.0 5.11 42.66 0.0603 nan nan nan
4475.0 0.0 4.56 41.09 0.0581 nan nan nan
4476.0 0.0 5.43 43.55 0.0616 nan nan nan
4477.0 0.0 3.91 39.03 0.0552 nan nan nan
4478.0 0.0 5.43 43.55 0.0616 nan nan nan
4479.0 0.0 6.19 45.49 0.0643 nan nan nan
4480.0 0.0 5.76 44.4 0.0628 nan nan nan
4481.0 0.0 2.39 33.12 0.0469 nan nan nan
4482.0 0.0 4.78 41.73 0.059 nan nan nan
4483.0 0.0 5.54 43.84 0.062 nan nan nan
4484.0 0.0 3.48 37.53 0.0531 nan nan nan
4485.0 0.0 2.93 35.46 0.0502 nan nan nan
4486.0 0.0 0.0 nan 0.0 nan nan nan
4487.0 0.0 5.33 43.26 0.0612 nan nan nan
4488.0 0.0 5.11 42.66 0.0603 nan nan nan
4489.0 0.0 2.93 35.46 0.0502 nan nan nan
4490.0 0.0 5.43 43.55 0.0616 nan nan nan
4491.0 0.0 5.54 43.84 0.062 nan nan nan
4492.0 0.0 4.13 39.74 0.0562 nan nan nan
4493.0 1.0 5.0 42.36 0.0599 0.0 0.0 0.0
4494.0 0.0 1.52 28.49 0.0403 nan nan nan
4495.0 0.0 6.52 46.28 0.0655 nan nan nan
4496.0 0.0 4.67 41.41 0.0586 nan nan nan
4497.0 0.0 4.89 42.05 0.0595 nan nan nan
4498.0 0.0 4.67 41.41 0.0586 nan nan nan
4499.0 0.0 5.54 43.84 0.062 nan nan nan
4500.0 0.0 1.74 29.79 0.0421 nan nan nan
4501.0 0.0 5.0 42.36 0.0599 nan nan nan
4502.0 0.0 5.87 44.68 0.0632 nan nan nan
4503.0 0.0 4.67 41.41 0.0586 nan nan nan
4504.0 0.0 5.0 42.36 0.0599 nan nan nan
4505.0 0.0 4.24 40.09 0.0567 nan nan nan
4506.0 0.0 4.67 41.41 0.0586 nan nan nan
4507.0 0.0 4.02 39.39 0.0557 nan nan nan
4508.0 0.0 5.65 44.12 0.0624 nan nan nan
4509.0 0.0 2.61 34.1 0.0482 nan nan nan
4510.0 0.0 5.76 44.4 0.0628 nan nan nan
4511.0 0.0 4.89 42.05 0.0595 nan nan nan
4512.0 0.0 2.17 32.09 0.0454 nan nan nan
4513.0 0.0 2.28 32.61 0.0461 nan nan nan
4514.0 0.0 4.46 40.76 0.0577 nan nan nan
4515.0 0.0 3.04 35.9 0.0508 nan nan nan
4516.0 0.0 2.17 32.09 0.0454 nan nan nan
4517.0 0.0 6.52 46.28 0.0655 nan nan nan
4518.0 0.0 2.83 35.02 0.0495 nan nan nan
4519.0 0.0 4.24 40.09 0.0567 nan nan nan
4520.0 0.0 5.76 44.4 0.0628 nan nan nan
4521.0 0.0 3.48 37.53 0.0531 nan nan nan
4522.0 0.0 4.89 42.05 0.0595 nan nan nan
4523.0 0.0 3.8 38.67 0.0547 nan nan nan
4524.0 1.0 5.54 43.84 0.062 0.0 0.0 0.0
4525.0 0.0 5.98 44.95 0.0636 nan nan nan
4526.0 0.0 3.91 39.03 0.0552 nan nan nan
4527.0 0.0 2.28 32.61 0.0461 nan nan nan
4528.0 0.0 4.35 40.43 0.0572 nan nan nan
4529.0 0.0 3.26 36.73 0.052 nan nan nan
4530.0 0.0 3.15 36.32 0.0514 nan nan nan
4531.0 0.0 5.0 42.36 0.0599 nan nan nan
4532.0 0.0 0.0 nan 0.0 nan nan nan
4533.0 0.0 5.11 42.66 0.0603 nan nan nan
4534.0 0.0 5.22 42.96 0.0608 nan nan nan
4535.0 0.0 2.72 34.56 0.0489 nan nan nan
4536.0 0.0 4.89 42.05 0.0595 nan nan nan
4537.0 0.0 5.33 43.26 0.0612 nan nan nan
4538.0 0.0 5.87 44.68 0.0632 nan nan nan
4539.0 0.0 3.8 38.67 0.0547 nan nan nan
4540.0 0.0 5.65 44.12 0.0624 nan nan nan
4541.0 0.0 5.87 44.68 0.0632 nan nan nan
4542.0 0.0 6.19 45.49 0.0644 nan nan nan
4543.0 0.0 1.3 27.06 0.0383 nan nan nan
4544.0 0.0 4.02 39.39 0.0557 nan nan nan
4545.0 0.0 3.48 37.53 0.0531 nan nan nan
4546.0 0.0 6.52 46.28 0.0655 nan nan nan
4547.0 0.0 3.8 38.67 0.0547 nan nan nan
4548.0 0.0 6.41 46.02 0.0651 nan nan nan
4549.0 0.0 4.24 40.09 0.0567 nan nan nan
4550.0 0.0 4.13 39.74 0.0562 nan nan nan
4551.0 0.0 6.3 45.76 0.0647 nan nan nan
4552.0 0.0 4.24 40.09 0.0567 nan nan nan
4553.0 1.0 5.11 42.66 0.0603 0.0 0.0 0.0
4554.0 0.0 4.67 41.41 0.0586 nan nan nan
4555.0 0.0 1.74 29.79 0.0421 nan nan nan
4556.0 0.0 3.7 38.3 0.0542 nan nan nan
4557.0 0.0 4.67 41.41 0.0586 nan nan nan
4558.0 0.0 4.67 41.41 0.0586 nan nan nan
4559.0 0.0 4.24 40.09 0.0567 nan nan nan
4560.0 0.0 5.43 43.55 0.0616 nan nan nan
4561.0 1.0 4.67 41.41 0.0586 0.0 0.0 0.0
4562.0 0.0 5.76 44.4 0.0628 nan nan nan
4563.0 1.0 4.56 41.09 0.0581 0.0 0.0 0.0
4564.0 0.0 4.89 42.05 0.0595 nan nan nan
4565.0 1.0 5.43 43.55 0.0616 0.0 0.0 0.0
4566.0 0.0 1.74 29.79 0.0421 nan nan nan
4567.0 0.0 5.22 42.96 0.0608 nan nan nan
4568.0 0.0 3.7 38.3 0.0542 nan nan nan
4569.0 0.0 2.5 33.62 0.0476 nan nan nan
4570.0 0.0 4.78 41.73 0.059 nan nan nan
4571.0 0.0 1.96 30.98 0.0438 nan nan nan
4572.0 0.0 4.46 40.76 0.0577 nan nan nan
4573.0 0.0 5.65 44.12 0.0624 nan nan nan
4574.0 0.0 3.04 35.9 0.0508 nan nan nan
4575.0 0.0 5.43 43.55 0.0616 nan nan nan
4576.0 0.0 4.89 42.05 0.0595 nan nan nan
4577.0 0.0 6.3 45.76 0.0647 nan nan nan
4578.0 0.0 5.65 44.12 0.0624 nan nan nan
4579.0 0.0 3.26 36.73 0.052 nan nan nan
4580.0 0.0 5.87 44.68 0.0632 nan nan nan
4581.0 0.0 4.24 40.09 0.0567 nan nan nan
4582.0 0.0 4.56 41.09 0.0581 nan nan nan
4583.0 1.0 3.15 36.32 0.0514 0.0 0.0 0.0
4584.0 0.0 5.33 43.26 0.0612 nan nan nan
4585.0 0.0 4.56 41.09 0.0581 nan nan nan
4586.0 0.0 5.87 44.68 0.0632 nan nan nan
4587.0 0.0 5.33 43.26 0.0612 nan nan nan
4588.0 0.0 5.98 44.95 0.0636 nan nan nan
4589.0 0.0 5.0 42.36 0.0599 nan nan nan
4590.0 0.0 4.35 40.43 0.0572 nan nan nan
4591.0 0.0 5.87 44.68 0.0632 nan nan nan
4592.0 0.0 5.87 44.68 0.0632 nan nan nan
4593.0 0.0 5.33 43.26 0.0612 nan nan nan
4594.0 0.0 4.89 42.05 0.0595 nan nan nan
4595.0 0.0 4.46 40.76 0.0577 nan nan nan
4596.0 0.0 4.24 40.09 0.0567 nan nan nan
4597.0 0.0 6.3 45.76 0.0647 nan nan nan
4598.0 0.0 4.13 39.74 0.0562 nan nan nan
4599.0 0.0 3.91 39.03 0.0552 nan nan nan
4600.0 0.0 5.0 42.36 0.0599 nan nan nan
4601.0 0.0 4.78 41.73 0.059 nan nan nan
4602.0 0.0 4.46 40.76 0.0577 nan nan nan
4603.0 0.0 4.35 40.43 0.0572 nan nan nan
4604.0 0.0 4.02 39.39 0.0557 nan nan nan
4605.0 0.0 3.91 39.03 0.0552 nan nan nan
4606.0 0.0 5.43 43.55 0.0616 nan nan nan
4607.0 0.0 3.7 38.3 0.0542 nan nan nan
4608.0 0.0 2.06 31.54 0.0446 nan nan nan
4609.0 0.0 0.0 nan 0.0 nan nan nan
4610.0 0.0 5.22 42.96 0.0608 nan nan nan
4611.0 0.0 3.37 37.13 0.0525 nan nan nan
4612.0 0.0 3.91 39.03 0.0552 nan nan nan
4613.0 0.0 0.0 nan 0.0 nan nan nan
4614.0 0.0 3.91 39.03 0.0552 nan nan nan
4615.0 0.0 1.52 28.49 0.0403 nan nan nan
4616.0 0.0 5.65 44.12 0.0624 nan nan nan
4617.0 0.0 2.28 32.61 0.0461 nan nan nan
4618.0 0.0 3.48 37.53 0.0531 nan nan nan
4619.0 0.0 4.89 42.05 0.0595 nan nan nan
4620.0 0.0 0.0 nan 0.0 nan nan nan
4621.0 0.0 3.91 39.03 0.0552 nan nan nan
4622.0 0.0 5.43 43.55 0.0616 nan nan nan
4623.0 0.0 6.41 46.02 0.0651 nan nan nan
4624.0 0.0 5.43 43.55 0.0616 nan nan nan
4625.0 0.0 5.11 42.66 0.0603 nan nan nan
4626.0 0.0 5.22 42.96 0.0608 nan nan nan
4627.0 0.0 5.43 43.55 0.0616 nan nan nan
4628.0 0.0 5.11 42.66 0.0603 nan nan nan
4629.0 0.0 5.65 44.12 0.0624 nan nan nan
4630.0 0.0 5.11 42.66 0.0603 nan nan nan
4631.0 1.0 4.78 41.73 0.059 0.0 0.0 0.0
4632.0 0.0 5.33 43.26 0.0612 nan nan nan
4633.0 0.0 4.24 40.09 0.0567 nan nan nan
4634.0 1.0 5.65 44.12 0.0624 0.0 0.0 0.0
4635.0 0.0 4.46 40.76 0.0577 nan nan nan
4636.0 0.0 2.83 35.02 0.0495 nan nan nan
4637.0 0.0 4.78 41.73 0.059 nan nan nan
4638.0 0.0 4.67 41.41 0.0586 nan nan nan
4639.0 0.0 5.11 42.66 0.0603 nan nan nan
4640.0 0.0 4.67 41.41 0.0586 nan nan nan
4641.0 0.0 4.35 40.43 0.0572 nan nan nan
4642.0 0.0 4.56 41.09 0.0581 nan nan nan
4643.0 0.0 4.24 40.09 0.0567 nan nan nan
4644.0 0.0 3.48 37.53 0.0531 nan nan nan
4645.0 0.0 5.54 43.84 0.062 nan nan nan
4646.0 0.0 3.15 36.32 0.0514 nan nan nan
4647.0 0.0 3.04 35.9 0.0508 nan nan nan
4648.0 0.0 3.48 37.53 0.0531 nan nan nan
4649.0 0.0 2.93 35.46 0.0502 nan nan nan
4650.0 0.0 5.54 43.84 0.062 nan nan nan
4651.0 0.0 5.65 44.12 0.0624 nan nan nan
4652.0 0.0 3.59 37.92 0.0536 nan nan nan
4653.0 0.0 5.65 44.12 0.0624 nan nan nan
4654.0 0.0 2.72 34.57 0.0489 nan nan nan
4655.0 0.0 5.43 43.55 0.0616 nan nan nan
4656.0 0.0 4.13 39.74 0.0562 nan nan nan
4657.0 0.0 3.7 38.3 0.0542 nan nan nan
4658.0 0.0 5.33 43.26 0.0612 nan nan nan
4659.0 0.0 5.11 42.66 0.0603 nan nan nan
4660.0 0.0 6.3 45.76 0.0647 nan nan nan
4661.0 0.0 5.98 44.95 0.0636 nan nan nan
4662.0 0.0 4.89 42.05 0.0595 nan nan nan
4663.0 0.0 5.11 42.66 0.0603 nan nan nan
4664.0 0.0 5.54 43.84 0.062 nan nan nan
4665.0 0.0 3.04 35.9 0.0508 nan nan nan
4666.0 0.0 6.09 45.23 0.064 nan nan nan
4667.0 0.0 2.28 32.61 0.0461 nan nan nan
4668.0 0.0 5.33 43.26 0.0612 nan nan nan
4669.0 0.0 5.65 44.12 0.0624 nan nan nan
4670.0 0.0 5.33 43.26 0.0612 nan nan nan
4671.0 0.0 4.46 40.76 0.0577 nan nan nan
4672.0 0.0 2.83 35.02 0.0495 nan nan nan
4673.0 0.0 1.85 30.4 0.043 nan nan nan
4674.0 0.0 2.28 32.61 0.0461 nan nan nan
4675.0 0.0 2.93 35.46 0.0502 nan nan nan
4676.0 0.0 5.0 42.36 0.0599 nan nan nan
4677.0 0.0 5.0 42.36 0.0599 nan nan nan
4678.0 0.0 2.83 35.02 0.0495 nan nan nan
4679.0 0.0 4.24 40.09 0.0567 nan nan nan
4680.0 0.0 2.93 35.46 0.0502 nan nan nan
4681.0 0.0 4.13 39.74 0.0562 nan nan nan
4682.0 0.0 5.65 44.12 0.0624 nan nan nan
4683.0 0.0 4.02 39.39 0.0557 nan nan nan
4684.0 0.0 3.04 35.9 0.0508 nan nan nan
4685.0 0.0 2.5 33.62 0.0476 nan nan nan
4686.0 0.0 5.76 44.4 0.0628 nan nan nan
4687.0 0.0 4.78 41.73 0.059 nan nan nan
4688.0 0.0 2.28 32.61 0.0461 nan nan nan
4689.0 0.0 5.11 42.66 0.0603 nan nan nan
4690.0 0.0 0.0 nan 0.0 nan nan nan
4691.0 0.0 3.59 37.92 0.0536 nan nan nan
4692.0 0.0 4.56 41.09 0.0581 nan nan nan
4693.0 0.0 6.19 45.49 0.0644 nan nan nan
4694.0 0.0 5.76 44.4 0.0628 nan nan nan
4695.0 0.0 5.33 43.26 0.0612 nan nan nan
4696.0 0.0 4.67 41.41 0.0586 nan nan nan
4697.0 0.0 4.24 40.09 0.0567 nan nan nan
4698.0 0.0 5.54 43.84 0.062 nan nan nan
4699.0 0.0 3.91 39.03 0.0552 nan nan nan
4700.0 0.0 4.78 41.73 0.059 nan nan nan
4701.0 0.0 5.43 43.55 0.0616 nan nan nan
4702.0 0.0 4.78 41.73 0.059 nan nan nan
4703.0 0.0 4.35 40.43 0.0572 nan nan nan
4704.0 1.0 4.89 42.05 0.0595 0.0 0.0 0.0
4705.0 0.0 3.15 36.32 0.0514 nan nan nan
4706.0 0.0 5.0 42.36 0.0599 nan nan nan
4707.0 0.0 4.02 39.39 0.0557 nan nan nan
4708.0 0.0 6.19 45.49 0.0644 nan nan nan
4709.0 0.0 3.91 39.03 0.0552 nan nan nan
4710.0 0.0 5.33 43.26 0.0612 nan nan nan
4711.0 0.0 5.11 42.66 0.0603 nan nan nan
4712.0 0.0 4.13 39.74 0.0562 nan nan nan
4713.0 0.0 5.54 43.84 0.062 nan nan nan
4714.0 0.0 3.37 37.13 0.0525 nan nan nan
4715.0 0.0 3.48 37.53 0.0531 nan nan nan
4716.0 0.0 4.67 41.41 0.0586 nan nan nan
4717.0 0.0 5.22 42.96 0.0608 nan nan nan
4718.0 0.0 4.78 41.73 0.059 nan nan nan
4719.0 0.0 5.33 43.26 0.0612 nan nan nan
4720.0 0.0 3.15 36.32 0.0514 nan nan nan
4721.0 0.0 5.76 44.4 0.0628 nan nan nan
4722.0 0.0 5.33 43.26 0.0612 nan nan nan
4723.0 0.0 4.89 42.05 0.0595 nan nan nan
4724.0 0.0 5.54 43.84 0.062 nan nan nan
4725.0 0.0 3.15 36.32 0.0514 nan nan nan
4726.0 0.0 4.67 41.41 0.0586 nan nan nan
4727.0 0.0 3.37 37.13 0.0525 nan nan nan
4728.0 0.0 4.46 40.76 0.0577 nan nan nan
4729.0 0.0 4.89 42.05 0.0595 nan nan nan
4730.0 0.0 5.65 44.12 0.0624 nan nan nan
4731.0 0.0 1.96 30.98 0.0438 nan nan nan
4732.0 0.0 2.93 35.46 0.0502 nan nan nan
4733.0 0.0 4.89 42.05 0.0595 nan nan nan
4734.0 0.0 5.87 44.68 0.0632 nan nan nan
4735.0 0.0 5.33 43.26 0.0612 nan nan nan
4736.0 0.0 4.56 41.09 0.0581 nan nan nan
4737.0 0.0 4.24 40.09 0.0567 nan nan nan
4738.0 0.0 0.0 nan 0.0 nan nan nan
4739.0 0.0 0.0 nan 0.0 nan nan nan
4740.0 0.0 3.37 37.13 0.0525 nan nan nan
4741.0 0.0 0.0 nan 0.0 nan nan nan
4742.0 0.0 2.72 34.56 0.0489 nan nan nan
4743.0 0.0 5.11 42.66 0.0603 nan nan nan
4744.0 0.0 4.35 40.43 0.0572 nan nan nan
4745.0 0.0 5.33 43.26 0.0612 nan nan nan
4746.0 0.0 1.96 30.98 0.0438 nan nan nan
4747.0 0.0 5.54 43.84 0.062 nan nan nan
4748.0 0.0 4.67 41.41 0.0586 nan nan nan
4749.0 0.0 0.0 nan 0.0 nan nan nan
4750.0 0.0 0.0 nan 0.0 nan nan nan
4751.0 0.0 5.33 43.26 0.0612 nan nan nan
4752.0 0.0 4.46 40.76 0.0577 nan nan nan
4753.0 0.0 5.54 43.84 0.062 nan nan nan
4754.0 1.0 5.11 42.66 0.0603 0.0 0.0 0.0
4755.0 1.0 5.65 44.12 0.0624 0.0 0.0 0.0
4756.0 0.0 5.33 43.26 0.0612 nan nan nan
4757.0 0.0 3.04 35.9 0.0508 nan nan nan
4758.0 0.0 4.46 40.76 0.0577 nan nan nan
4759.0 0.0 5.43 43.55 0.0616 nan nan nan
4760.0 0.0 3.26 36.73 0.052 nan nan nan
4761.0 0.0 5.0 42.36 0.0599 nan nan nan
4762.0 0.0 3.91 39.03 0.0552 nan nan nan
4763.0 0.0 5.0 42.36 0.0599 nan nan nan
4764.0 0.0 5.33 43.26 0.0612 nan nan nan
4765.0 0.0 4.67 41.41 0.0586 nan nan nan
4766.0 0.0 4.35 40.43 0.0572 nan nan nan
4767.0 0.0 4.02 39.39 0.0557 nan nan nan
4768.0 0.0 2.61 34.1 0.0482 nan nan nan
4769.0 0.0 3.15 36.32 0.0514 nan nan nan
4770.0 0.0 5.0 42.36 0.0599 nan nan nan
4771.0 0.0 5.22 42.96 0.0608 nan nan nan
4772.0 0.0 5.65 44.12 0.0624 nan nan nan
4773.0 0.0 2.5 33.62 0.0476 nan nan nan
4774.0 0.0 5.11 42.66 0.0603 nan nan nan
4775.0 0.0 4.78 41.73 0.059 nan nan nan
4776.0 0.0 4.46 40.76 0.0577 nan nan nan
4777.0 0.0 5.0 42.36 0.0599 nan nan nan
4778.0 0.0 3.59 37.92 0.0536 nan nan nan
4779.0 0.0 6.19 45.49 0.0644 nan nan nan
4780.0 0.0 4.78 41.73 0.059 nan nan nan
4781.0 0.0 5.43 43.55 0.0616 nan nan nan
4782.0 0.0 4.13 39.74 0.0562 nan nan nan
4783.0 0.0 4.35 40.43 0.0572 nan nan nan
4784.0 0.0 5.54 43.84 0.062 nan nan nan
4785.0 0.0 5.22 42.96 0.0608 nan nan nan
4786.0 0.0 4.35 40.43 0.0572 nan nan nan
4787.0 0.0 5.87 44.68 0.0632 nan nan nan
4788.0 0.0 5.65 44.12 0.0624 nan nan nan
4789.0 0.0 5.43 43.55 0.0616 nan nan nan
4790.0 0.0 5.98 44.95 0.0636 nan nan nan
4791.0 0.0 3.91 39.03 0.0552 nan nan nan
4792.0 0.0 3.37 37.13 0.0525 nan nan nan
4793.0 0.0 4.13 39.74 0.0562 nan nan nan
4794.0 0.0 5.98 44.95 0.0636 nan nan nan
4795.0 0.0 5.76 44.4 0.0628 nan nan nan
4796.0 0.0 0.0 nan 0.0 nan nan nan
4797.0 0.0 4.89 42.05 0.0595 nan nan nan
4798.0 0.0 5.22 42.96 0.0608 nan nan nan
4799.0 0.0 1.52 28.49 0.0403 nan nan nan
4800.0 0.0 5.22 42.96 0.0608 nan nan nan
4801.0 0.0 4.67 41.41 0.0586 nan nan nan
4802.0 0.0 2.17 32.09 0.0454 nan nan nan
4803.0 0.0 5.54 43.84 0.062 nan nan nan
4804.0 0.0 5.0 42.35 0.0599 nan nan nan
4805.0 0.0 4.78 41.73 0.059 nan nan nan
4806.0 0.0 5.0 42.35 0.0599 nan nan nan
4807.0 0.0 4.46 40.76 0.0577 nan nan nan
4808.0 0.0 5.33 43.26 0.0612 nan nan nan
4809.0 0.0 5.33 43.26 0.0612 nan nan nan
4810.0 0.0 5.98 44.95 0.0636 nan nan nan
4811.0 0.0 3.15 36.32 0.0514 nan nan nan
4812.0 0.0 4.67 41.41 0.0586 nan nan nan
4813.0 0.0 3.26 36.73 0.052 nan nan nan
4814.0 0.0 4.56 41.09 0.0581 nan nan nan
4815.0 0.0 3.59 37.92 0.0536 nan nan nan
4816.0 0.0 1.52 28.49 0.0403 nan nan nan
4817.0 1.0 4.56 41.09 0.0581 0.0 0.0 0.0
4818.0 0.0 2.93 35.46 0.0502 nan nan nan
4819.0 0.0 2.72 34.57 0.0489 nan nan nan
4820.0 0.0 3.15 36.32 0.0514 nan nan nan
4821.0 0.0 0.0 nan 0.0 nan nan nan
4822.0 0.0 4.78 41.73 0.059 nan nan nan
4823.0 0.0 5.0 42.35 0.0599 nan nan nan
4824.0 0.0 3.91 39.03 0.0552 nan nan nan
4825.0 0.0 5.43 43.55 0.0616 nan nan nan
4826.0 0.0 5.11 42.66 0.0603 nan nan nan
4827.0 0.0 4.67 41.41 0.0586 nan nan nan
4828.0 0.0 5.54 43.84 0.062 nan nan nan
4829.0 0.0 5.76 44.4 0.0628 nan nan nan
4830.0 0.0 3.7 38.3 0.0542 nan nan nan
4831.0 0.0 4.56 41.09 0.0581 nan nan nan
4832.0 1.0 4.24 40.09 0.0567 0.0 0.0 0.0
4833.0 0.0 5.22 42.96 0.0608 nan nan nan
4834.0 0.0 4.35 40.43 0.0572 nan nan nan
4835.0 0.0 1.96 30.98 0.0438 nan nan nan
4836.0 0.0 5.0 42.35 0.0599 nan nan nan
4837.0 0.0 4.56 41.09 0.0581 nan nan nan
4838.0 0.0 5.11 42.66 0.0603 nan nan nan
4839.0 0.0 4.89 42.05 0.0595 nan nan nan
4840.0 0.0 2.39 33.12 0.0469 nan nan nan
4841.0 0.0 4.46 40.76 0.0577 nan nan nan
4842.0 0.0 3.59 37.92 0.0536 nan nan nan
4843.0 0.0 3.7 38.3 0.0542 nan nan nan
4844.0 0.0 5.11 42.66 0.0603 nan nan nan
4845.0 0.0 5.0 42.35 0.0599 nan nan nan
4846.0 0.0 4.56 41.09 0.0581 nan nan nan
4847.0 0.0 4.13 39.74 0.0562 nan nan nan
4848.0 0.0 4.67 41.41 0.0586 nan nan nan
4849.0 0.0 5.0 42.35 0.0599 nan nan nan
4850.0 0.0 2.5 33.62 0.0476 nan nan nan
4851.0 0.0 4.89 42.05 0.0595 nan nan nan
4852.0 0.0 2.28 32.61 0.0461 nan nan nan
4853.0 0.0 4.02 39.39 0.0557 nan nan nan
